id	encoding	tamanho_bytes	tamanho_bytes_traducao	offset	texto	texto_traduzido	diferenca_bytes	tem_overflow	percentual_diferenca
427	shift_jis	55	54	0x611bf	6stealth ballistic missile utilizing a rail gun. Snake	6missil balistico stealth utilizando um rail gun.Snake	-1	False	-1.8
428	shift_jis	50	54	0x611f7	1doubts Campbell who kept that fact a secret, but	1duvida d Campbell q manteve tudo em segredo mas	0	True	8.0
429	shift_jis	51	43	0x6122a	2he heads for the control room on the 3rd floor of	2ele vai p/ sala de controle no andar-3 da	-8	False	-15.7
430	shift_jis	46	42	0x6125e	-the underground maintenance base to stop the	-base de manutencao subterranea p/ parar o	-4	False	-8.7
431	shift_jis	45	44	0x6128d	,launch of this new-type of nuclear warhead.	,lancamento do tipo de ogiva nuclear.	-1	False	-2.2
432	shift_jis	50	46	0x612f9	1Snake finally arrived at the control room on the	1Snake finalmente chegou a sala de controle no	-4	False	-8.0
433	shift_jis	48	43	0x6132c	/3rd floor of the underground maintenance base,	/andar-3 da base de manutencao subterranea,	-5	False	-10.4
434	shift_jis	51	43	0x6135d	2but the detonation code has already been entered.	2mas o codigo de detonacao ja foi inserido.	-8	False	-15.7
435	shift_jis	42	33	0x61391	)However, Snake hears from Otacon that he	)Porem Snake ouve do Otacon q ele	-9	False	-21.4
436	shift_jis	43	40	0x613bc	*discovered how to use the detonation code	*descobriu como usar a chave de anulacao	-3	False	-7.0
437	shift_jis	50	62	0x613e8	1emergency override key. The key is made of shape	1do codigo de detonacao.A chave eh feita de uma	12	True	24.0
438	shift_jis	50	50	0x6141b	1memory alloy and changes into 3 shapes according	1liga que muda p/ 3 formas de acordo com	0	False	0.0
439	shift_jis	44	44	0x6144e	+to temperature, each shape matching to the	+a temperatura. Cada forma combinando com	0	False	0.0
440	shift_jis	45	44	0x6147b	,corresponding terminal in the control room.	,o respectivo terminal na sala de controle.	-1	False	-2.2
441	shift_jis	45	43	0x614a9	,But Snake gets shot by Ocelot and drops the	,Mas Snake eh baleado por Ocelot e derruba a	-2	False	-4.4
442	shift_jis	48	45	0x614d7	/key into the drainage ditch on the first floor	/chave no canal de drenagem no primeiro andar	-3	False	-6.2
443	shift_jis	38	35	0x61508	%of the underground maintenance base.	%da base de manutencao subterranea.	-3	False	-7.9
444	shift_jis	51	51	0x61717	2But Snakes gets shot by Ocelot and drops the key.	2Mas Ocelot acerta Snake, que derruba a chave.	0	False	0.0
445	shift_jis	54	49	0x6174b	5Snake looks for the key in the drainage ditch on the	5Snake procura pela chave no canal de drenagem no	-5	False	-9.3
446	shift_jis	50	50	0x61782	1first floor of the underground maintenance base.	1andar-1 da base de manutencao subterranea.	0	False	0.0
447	shift_jis	43	39	0x61885	*Snake hears from Otacon of how to use the	*Snake ouve do Otacon como usar a chave	-4	False	-9.3
448	shift_jis	49	56	0x618b1	0detonation code emergency override key but gets	0de anulacao do codigo de detonacao mas eh	-7	True	14.3
449	shift_jis	48	46	0x618e3	/shot by Ocelot and drops the key to the bottom	/baleado por Ocelot e derruba a chave no andar	-2	False	-4.2
450	shift_jis	54	55	0x61914	5floor. Snake looks for the key in the drainage ditch	5inferior.Snake procura a chave no canal de drenagem	0	True	1.9
451	shift_jis	51	40	0x6194b	2on the first floor of the underground maintenance	2no andar-1 da base de manutencao subterranea	-11	False	-21.6
452	shift_jis	53	53	0x6197f	4base but does not find it there. Master advises the	4mas nao a encontra la.Master aconselha o	0	False	0.0
453	shift_jis	51	44	0x619b5	2puzzled Snake that a rat might have swallowed the	2confuso Snake q um rato pode ter engolido a chave	-7	False	-13.7
454	shift_jis	6	6	0x619e9	key.	.	0	False	0.0
455	shift_jis	53	53	0x61b52	4floor. Snake finds the key in the drainage ditch on	4andar. Snake encontra a chave no canal de drenagem	0	False	0.0
456	shift_jis	51	47	0x61b88	2the first floor. Snake rushes to the control room	2no andar-1. Snake corre p/ sala de controle	-4	False	-7.8
457	shift_jis	49	34	0x61bbc	0on the 3rd floor of the underground maintenance	0no andar-3 da base de manutencao	-15	False	-30.6
458	shift_jis	50	59	0x61bee	1base to input the first PAL code with the key at	1subterranea p/ inserir o PAL code com a chave a	0	True	18.0
459	shift_jis	19	21	0x61c21	room temperature.	temp. ambiente.	-4	True	10.5
460	latin-1	37	20	0x61c40	@k`gVoVoPePl¨TPr¨ZPd	@k`gVoVoPePl¨TPr¨ZPd	-17	False	-45.9
461	shift_jis	51	39	0x61d97	2floor.  Snake goes down to the first floor of the	2andar.Snake desce ao andar-1 da	-12	False	-23.5
462	shift_jis	48	46	0x61dcb	/underground maintenance base, collects the key	/base de manutencao subterranea coleta a chave	-2	False	-4.2
463	shift_jis	49	39	0x61dfc	0from the rat, and rushes to the control room on	0do rato e corre p/ sala de controle no	-10	False	-20.4
464	shift_jis	51	43	0x61e2e	2the 3rd floor of the underground maintenance base	2andar-3 da base de manutencao subterranea	-8	False	-15.7
465	shift_jis	50	60	0x61e62	1to input the first PAL code with the key at room	1p/ inserir o PAL code com a chave a temperatura	1	True	20.0
466	shift_jis	14	9	0x61e95	temperature.	ambiente.	-5	False	-35.7
467	latin-1	37	20	0x61eac	@U`QVoVoPePl¨TPr¨ZPd	@U`QVoVoPePl¨TPr¨ZPd	-17	False	-45.9
468	shift_jis	45	43	0x61edc	,The detonation code of the new-type nuclear	,O codigo de detonacao do novo tipo de ogiva	-2	False	-4.4
469	shift_jis	47	36	0x61f0a	.warhead has already been entered. Snake tries	.nuclear ja foi inserido.Snake tenta	-11	False	-23.4
470	shift_jis	47	39	0x61f3a	.to use the detonation code emergency override	.usar a chave de anulacao de detonacao	-8	False	-17.0
471	shift_jis	47	68	0x61f6a	.key to prevent the launch. The key is made of	.p/ prevenir o lancamento.A chave eh feita de	21	True	44.7
472	shift_jis	46	45	0x61f9a	-shape memory alloy and changes into 3 shapes	-liga com memoria de forma e muda p/ 3 formas	-1	False	-2.2
473	shift_jis	47	48	0x61fc9	.according to temperature, each shape matching	.conforme a temperatura cada forma combinando	-2	True	2.1
474	shift_jis	49	51	0x61ff9	0the corresponding terminal in the control room.	0com o terminal correspondente na sala controle.	-1	True	4.1
475	shift_jis	47	48	0x6202b	.Snake entered the first PAL code with the key	.Snake insere o primeiro PAL code com a chave	0	True	2.1
476	shift_jis	49	50	0x6205b	0at room temperature. To enter the 2nd PAL code,	0temperatura ambiente.P/inserir o 2o PAL code,	0	True	2.0
477	shift_jis	44	40	0x6208d	+Snake must make the key change to the cold	+Snake deve fazer a chave mudar p/ forma	-4	False	-9.1
478	shift_jis	47	54	0x620ba	.temperature shape. Snake must find a place to	.temperatura fria.Snake deve ir a um lugar p/	2	True	14.9
479	shift_jis	15	16	0x620ea	cool the key.	esfriar-la.	0	True	6.7
480	latin-1	37	20	0x62102	@S`OVoVoPePl¨TPr¨ZPd	@S`OVoVoPePl¨TPr¨ZPd	-17	False	-45.9
481	shift_jis	47	38	0x622e3	.Snake heads for the warehouse where he fought	.Snake vai pro deposito onde ele lutou	-9	False	-19.1
482	shift_jis	49	39	0x62313	0Raven to change the key to the cold temperature	0contra Raven p/ mudar a chave p/ a temperatura	-10	False	-20.4
483	shift_jis	8	20	0x62345	shape.	fria.	12	True	150.0
484	shift_jis	48	43	0x62505	/at room temperature. Snake has changed the key	/a temperatura ambiente.Snake mudou a chave	-5	False	-10.4
485	shift_jis	45	39	0x62536	,to the cold temperature shape and heads for	,p/ forma de temperatura fria e vai p/	-6	False	-13.3
486	shift_jis	47	47	0x6258f	.underground maintenance base to input the 2nd	.base de manutencao subterranea p/inserir o 2o	0	False	0.0
487	shift_jis	11	11	0x625bf	PAL code.	PAL code.	0	False	0.0
488	latin-1	37	20	0x625d0	@?`;VoVoPePl¨TPr¨ZPd	@?`;VoVoPePl¨TPr¨ZPd	-17	False	-45.9
489	shift_jis	49	45	0x6274f	0Snake has completed inputting the 2nd PAL code.	0Snake completou a insercao do 2o PAL code.	-4	False	-8.2
490	shift_jis	47	45	0x62781	.Snake has to warm the key to change it to the	.Snake tem q esquentar a chave p/ muda-la p/	-2	False	-4.3
491	shift_jis	45	54	0x627b1	,warm temperature shape to input the 3rd PAL	,temperatura quente p/ inserir o 3o PAL code	9	True	20.0
492	shift_jis	37	31	0x627df	$code. Snake heads for a warm place.	$.Snake vai p/ um lugar quente.	-6	False	-16.2
493	shift_jis	42	33	0x62a1f	)code. Snake heads for the blast furnace.	)codigo.Snake vai pro alto-forno.	-9	False	-21.4
494	shift_jis	46	50	0x62b13	-key to prevent the launch. While Snake heads	-chave p/prevenir o lancamento.Enquanto Snake	4	True	8.7
495	shift_jis	46	40	0x62b42	-for the blast furnace to warm the key to the	-vai pro alto-forno p/ esquentar a chave p/	-6	False	-13.0
496	shift_jis	47	38	0x62b9f	.code, Master points out that Naomi might have	.codigo Master aponta q Naomi pode ter	-9	False	-19.1
497	shift_jis	44	42	0x62bcf	+used FoxDie, a virus weapon to assassinate	+usado FoxDie uma arma virus p/ assassinar	-2	False	-4.5
498	shift_jis	44	44	0x62bfc	+specific targets. Campbell tells Snake who	+alvos especificos.Campbell conta a Snake q	0	False	0.0
499	shift_jis	45	32	0x62c29	,wants to know the truth that Naomi has been	,quer saber a verdade q Naomi foi	-13	False	-28.9
500	shift_jis	20	17	0x62c57	arrested as a spy.	presa como espia.	-3	False	-15.0
501	shift_jis	48	44	0x62ca7	/The detonation code of the new-type of nuclear	/O codigo de detonacao do novo tipo de ogiva	-4	False	-8.3
502	shift_jis	48	37	0x62cd8	/warhead has already been entered. Master tells	/nuclear ja foi inserido.Master conta	-11	False	-22.9
503	shift_jis	49	38	0x62d09	0Snake, who is trying to use the detonation code	0ao Snake q ta tentando usar a chave	-13	False	-22.4
504	shift_jis	50	74	0x62d3b	1emergency override key to prevent the launch, of	1de anulacao d detonacao p/prevenir o lancamento	24	True	48.0
505	shift_jis	49	43	0x62d6e	0the existence of the assassination virus weapon	0da existencia da arma virus de assassinato	-6	False	-12.2
506	shift_jis	43	35	0x62da0	*FoxDie and that Naomi might have used it.	*FoxDie e q Naomi pode te-la usado.	-8	False	-18.6
507	shift_jis	49	44	0x62dcc	0Campbell tells the puzzled Snake that Naomi has	0Campbell conta ao Snake confuso q Naomi foi	-5	False	-10.2
508	shift_jis	47	40	0x62dfe	.been arrested as a spy. Arriving at the blast	.presa como espia.Chegando ao alto-forno	-7	False	-14.9
509	shift_jis	47	35	0x62e2e	.furnace, Snake tries to change the key to the	.Snake tenta mudar a forma da chave	-12	False	-25.5
510	shift_jis	7	7	0x62e8c	code.	.	0	False	0.0
511	shift_jis	51	42	0x62ff1	2Campbell tells Snake that Naomi has been arrested	2Campbell conta ao Snake q Naomi foi presa	-9	False	-17.6
512	shift_jis	51	52	0x63025	2as a spy. Although confused by feelings of doubt,	2como espia.Embora tomado pela duvida,	0	True	2.0
513	shift_jis	46	41	0x63059	-Snake warms the key at the blast furnace, it	-Snake esquenta a chave no alto-forno ela	-5	False	-10.9
514	shift_jis	44	38	0x63088	+changes to the warm temperature shape, and	+muda p/ forma de temperatura quente e	-6	False	-13.6
515	shift_jis	52	39	0x630b5	3heads for the control room on the 3rd floor of the	3vai p/ sala de controle no andar-3 da	-13	False	-25.0
516	shift_jis	47	47	0x630ea	.underground maintenance base to input the 3rd	.base de manutencao subterranea p/inserir o 3o	0	False	0.0
517	shift_jis	49	49	0x6315b	0While heading to input the 3rd PAL code to stop	0Enquanto vai p/ inserir o 3oPAL Code p/ parar	0	False	0.0
518	shift_jis	48	43	0x6318d	/the launch of the new-type of nuclear warhead,	/o lancamento do novo tipo de ogiva nuclear,	-5	False	-10.4
519	shift_jis	47	40	0x631be	.Snake receives a call from Naomi who has been	.Snake recebe uma ligacao de Naomi q foi	-7	False	-14.9
520	shift_jis	48	41	0x631ee	/arrested as a spy. Naomi confesses that she is	/presa como espia.Naomi confessa q ela eh	-7	False	-14.6
521	shift_jis	47	31	0x6321f	.the sister of Gray Fox, and that she betrayed	.irma de Gray Fox e q ela traiu	-16	False	-34.0
522	shift_jis	50	48	0x6324f	1Snake as revenge, since Snake caused her brother	1Snake como vinganca ja q Snake causou seu irmao	-2	False	-4.0
523	shift_jis	49	48	0x63282	0to be what he is now. When the conversation got	0a ser o q ele eh agora.Quando a conversa chegou	-1	False	-2.0
524	shift_jis	45	42	0x632b4	,to the subject of whom FoxDie has been used	,ao assunto de contra quem FoxDie foi usado	-3	False	-6.7
525	shift_jis	49	35	0x632e2	0against, the transmission was cut off. Campbell	0a transmissao foi cortada.Campbell	-14	False	-28.6
526	shift_jis	49	49	0x63314	0orders the furious Snake to head to the control	0ordena a Snake furioso q va p/ sala de controle	0	False	0.0
527	shift_jis	7	1	0x63346	room.	.	-6	False	-85.7
528	shift_jis	52	43	0x633b9	3arrested as a spy. Naomi confesses that she is the	3presa como espia.Naomi confessa q ela eh a	-9	False	-17.3
529	shift_jis	49	37	0x633ee	0sister of Gray Fox, and that she betrayed Snake	0irma de Gray Fox e q ela traiu Snake	-12	False	-24.5
530	shift_jis	50	48	0x63420	1as revenge, since Snake caused her brother to be	1como vinganca ja q Snake causou seu irmao a ser	-2	False	-4.0
531	shift_jis	50	45	0x63453	1what he is now. When the conversation got to the	1o q ele eh agora.Quando a conversa chegou ao	-5	False	-10.0
532	shift_jis	47	40	0x63486	.subject of whom FoxDie has been used against,	.assunto de contra quem FoxDie foi usado,	-7	False	-14.9
533	shift_jis	51	45	0x634b6	2the transmission was cut off. Campbell orders the	2a transmissao foi cortada.Campbell ordena ao	-6	False	-11.8
534	shift_jis	49	46	0x634ea	0furious Snake to head to the control room after	0Snake que va p/ sala de controle depois de	-3	False	-6.1
535	shift_jis	49	48	0x6351c	0changing the key to the warm temperature shape	0mudar a chave p/ forma de temperatura quente	-1	False	-2.0
536	shift_jis	48	39	0x6354e	/in order to stop the launch of the new-type of	/p/ parar o lancamento do novo tipo de	-9	False	-18.8
537	shift_jis	18	14	0x6357f	nuclear warhead.	ogiva nuclear.	-4	False	-22.2
538	shift_jis	50	47	0x635cd	1Snake finally entered the 3rd PAL code. However,	1Snake finalmente inseriu o 3o PAL code.Porem,	-3	False	-6.0
539	shift_jis	47	37	0x63600	.the system announced that the nuclear warhead	.o sistema anunciou q a ogiva nuclear	-10	False	-21.3
540	shift_jis	46	35	0x63630	-has been activated. Laughing at the confused	-foi ativada.Rindo do Snake confuso	-11	False	-23.9
541	shift_jis	50	43	0x6365f	1Snake, Master Miller removes his sunglasses, and	1Master Miller remove seus oculos escuros e	-7	False	-14.0
542	shift_jis	52	46	0x63692	3reveals himself as Liquid Snake. Liquid used Snake	3se revela como Liquid Snake.Liquid usou Snake	-6	False	-11.5
543	shift_jis	51	51	0x636c7	2all this time to have Snake perform the emergency	2todo esse tempo p/ fazer Snake inserir o	0	False	0.0
544	shift_jis	51	54	0x636fb	2input of the detonation code to activate the new-	2o codigo de detonacao p/ativar o novo-	0	True	5.9
545	shift_jis	53	47	0x6372f	4type of nuclear warhead. Liquid runs to the cockpit	4tipo de ogiva nuclear.Liquid corre pro cockpit	-6	False	-11.3
546	shift_jis	48	51	0x63765	/of Metal Gear as it starts to move. Snake goes	/do M. Gear, que comeca a se mover.Snake vai	0	True	6.2
547	shift_jis	12	11	0x63796	after him.	atras dele	-1	False	-8.3
548	shift_jis	47	39	0x637e1	.Snake has been used by Liquid and entered the	.Snake foi usado por Liquid e inseriu o	-8	False	-17.0
549	shift_jis	49	51	0x63811	0detonation code. Snake, mad at the fact that he	0codigo de detonacao.Snake bravo por ter sido	-1	True	4.1
550	shift_jis	45	42	0x63843	,was used, is told by Liquid of an even more	,usado, sabe por Liquid de um fato	-3	False	-6.7
551	shift_jis	45	51	0x63871	,shocking fact. The Pentagon's goal from the	,chocante.O objetivo do Pentagono desde o	0	True	13.3
552	shift_jis	50	39	0x6389f	1beginning was to assassinate the terrorists, and	1comeco era assassinar os terroristas e	-11	False	-22.0
553	shift_jis	51	53	0x638d2	2others involved with FoxDie, carried by Snake, to	2outros envolvidos com FoxDie levado por Snake	-2	True	3.9
554	shift_jis	47	51	0x63906	.hide the facts about the development of Metal	.p/ esconder os fatos sobre o Metal	-15	True	8.5
555	shift_jis	52	50	0x63936	3Gear. Liquid also tells Snake that they are twins.	3Gear.Liquid tbm conta ao Snake q eles sao gemeos.	-2	False	-3.8
556	shift_jis	46	40	0x6396b	-While Snake is shocked from what he has been	-Enquanto Snake ta chocado com o q foi	-8	False	-13.0
557	shift_jis	47	51	0x6399a	.told, Liquid finally starts controlling Metal	.contado Liquid finalmente controla Metal	-6	True	8.5
558	shift_jis	9	6	0x639ca	Gear...	Gear..	-3	False	-33.3
559	shift_jis	48	47	0x63a0f	/Snake himself has entered the detonation code.	/O proprio Snake inseriu o codigo de detonacao.	-1	False	-2.1
560	shift_jis	43	43	0x63a40	*Pentagon's goal from the beginning was to	*O objetivo do Pentagono sempre foi	0	False	0.0
561	shift_jis	49	46	0x63a6c	0assassinate the terrorists, and others involved	0assassinar os terroristas e outros envolvidos	-3	False	-6.1
562	shift_jis	50	52	0x63a9e	1with FoxDie, carried by Snake, to hide the facts	1com FoxDie levado por Snake p/ esconder tudo	-1	True	4.0
563	shift_jis	46	42	0x63ad1	-about the development of Metal Gear and that	-sobre o desenvolvimento do Metal Gear e q	-4	False	-8.7
564	shift_jis	17	16	0x63b00	they are twins.	eles sao gemeos	-1	False	-5.9
565	shift_jis	52	57	0x63b41	3told Liquid finally starts controlling Metal Gear.	3contado Liquid finalmente controla Metal Gear.	-5	True	9.6
566	shift_jis	52	48	0x63b76	3With Gray Fox giving his life to assist him, Snake	3Com Gray Fox dando sua vida p/ assisti-lo Snake	-4	False	-7.7
567	shift_jis	44	41	0x63bab	+successfully destroys Metal Gear but loses	+destrÃ³i Metal Gear com sucesso mas perde	-3	False	-6.8
568	shift_jis	33	24	0x63bd8	consciousness in the explosion.	consciencia na explosao.	-9	False	-27.3
569	shift_jis	50	45	0x63c35	1Liquid still stands strong in front of Snake who	1Liquid ainda fica forte na frente do Snake q	-5	False	-10.0
570	shift_jis	47	43	0x63c68	.successfully destroyed Metal Gear. Liquid has	.destruiu Metal Gear com sucesso.Liquid foi	-4	False	-8.5
571	shift_jis	53	47	0x63c98	4been used as sacrifice for the creation of Snake as	4usado como sacrificio p/ criacao do Snake como	-6	False	-11.3
572	shift_jis	54	47	0x63cce	5the superior clone of Big Boss. Liquid, with all the	5o clone superior do Big Boss.Liquid com todo o	-7	False	-13.0
573	shift_jis	49	49	0x63d05	0resentment, challenges Snake for a final battle	0ressentimento desafia Snake p/ a batalha final	0	False	0.0
574	shift_jis	48	46	0x63d37	/on top of the destroyed Metal Gear. Meanwhile,	/no topo do Metal Gear destruido.Enquanto isso,	-2	False	-4.2
575	shift_jis	50	47	0x63d68	1the Secretary of Defense has ordered an air raid	1o Secretario de Defesa ordenou um ataque aereo	-3	False	-6.0
576	shift_jis	51	45	0x63d9b	2of the base. Campbell tried to stop the air raid,	2da base.Campbell tentou parar o ataque aereo,	-6	False	-11.8
577	shift_jis	47	46	0x63dcf	.but is arrested. Liquid activated a time bomb	.mas foi preso.Liquid ativou uma bomba relogio	-1	False	-2.1
578	shift_jis	40	43	0x63dff	'before the approaching moment of doom.	'antes do momento final se aproximar.	-3	True	7.5
579	shift_jis	29	24	0x63e28	The final battle has begun.	A batalha final comecou.	-5	False	-17.2
580	shift_jis	49	43	0x63eb4	0successfully destroyed Metal Gear. Liquid, with	0destruiu Metal Gear com sucesso.Liquid com	-6	False	-12.2
581	shift_jis	50	50	0x63ee6	1all the resentment, challenges Snake for a final	1todo o ressentimento desafia Snake p/ a batalha	0	False	0.0
582	shift_jis	48	47	0x63f19	/battle on top of Metal Gear. After winning the	/final no topo do Metal Gear.Depois de vencer a	-1	False	-2.1
583	shift_jis	51	52	0x63f4a	2battle, Snake finally rescues Meryl. Bbefore they	2batalha Snake salva Meryl. Antes q eles	-1	True	2.0
584	shift_jis	47	52	0x63f7e	.have a chance to enjoy the moment, the US Air	.tenham chance d aproveitar o momento a Forca	5	True	10.6
585	shift_jis	41	36	0x63fae	(Force air raid starts shaking the base.	(Aerea comeca a balancar a base.	-5	False	-12.2
586	shift_jis	46	46	0x63fd8	-Otacon deactivated security along the escape	-Otacon desativou a seguranca por toda a rota	0	False	0.0
587	shift_jis	48	46	0x64007	/route. Snake and Meryl use the escape route to	/de fuga.Snake e Meryl usam a rota de fuga p/	-2	False	-4.2
588	shift_jis	49	50	0x64038	0attempt to flee from the collapsing underground	0tentar fugir da base que ta desabando	-11	True	2.0
589	shift_jis	47	35	0x64145	.battle on top the head of the destroyed Metal	.batalha no topo da cabeca do Metal	-12	False	-25.5
590	shift_jis	50	54	0x64175	1Gear. Snake wins the battle and gets Meryl back,	1Gear destruido.Snake vence e recupera Meryl,	-6	True	8.0
591	shift_jis	46	42	0x641a8	-but Meryl is already dead. Snake's anguished	-mas Meryl ja ta morta.O grito anguniado	-6	False	-8.7
592	shift_jis	40	35	0x641d7	'scream echoes in the underground base.	'do Snake ecoa na base subterranea.	-5	False	-12.5
593	shift_jis	47	53	0x64200	.Snake is now determined to survive for Meryl.	.Snake tÃ¡ determinado a sobreviver por Meryl.	-2	True	12.8
594	shift_jis	45	48	0x64230	,The air raid of the US Air Force has begun.	,O ataque da Forca Aerea americana comecou.	-3	True	6.7
595	shift_jis	45	37	0x6425e	,Snake and Otacon attempt to escape from the	,Snake e Otacon tentam escapar da base	-8	False	-17.8
596	shift_jis	30	29	0x6428c	collapsing underground base.	subterranea q ta desabando.	-3	False	-3.3
597	shift_jis	50	47	0x66672	1Snake has successfully infiltrated Shadow Moses	1Snake se infiltrou com sucesso em Shadow Moses	-3	False	-6.0
598	shift_jis	50	52	0x666a5	1Island. Once Snake reached the surface, he must	1Island.Logo que chegar a superficie ele deve	0	True	4.0
599	shift_jis	51	56	0x666d8	2find a way to enter the nuclear weapons disposal	2entrar na instalacao de descarte de armas	5	True	9.8
600	shift_jis	52	52	0x6670c	3facility. To rescue the DARPA Chief who was taken	3P/ resgatar o Chefe da DARPA q foi feito	0	False	0.0
601	shift_jis	50	44	0x66741	1hostage, Snake avoids been seen by the enemies'	1refem Snake evita ser visto pela vigilancia'	-6	False	-12.0
602	shift_jis	55	52	0x66774	6surveillance and infiltrates deeper into the disposal	6dos inimigos e se infiltra mais fundo na instalacao d	-3	False	-5.5
603	shift_jis	12	12	0x667ac	facility.	descarte.	0	False	0.0
604	latin-1	43	20	0x667d7	@`IuIuPevPd`%PlPrPiÞ	@`IuIuPevPd`%PlPrPiÞ	-23	False	-53.5
605	shift_jis	48	51	0x66807	/Finding an intruder, enemy soldiers swarm into	/Encontrando um intruso soldados enxameiam	-6	True	6.2
606	shift_jis	53	44	0x66838	4the cell. Snake fights back immediately. The female	4a cela.Snake revida imediatamente.A soldado	-9	False	-17.0
607	shift_jis	49	54	0x6686e	0soldier just stands there unable to say a word.	0feminina fica imovel sem dizer uma palavra.	1	True	10.2
608	shift_jis	50	44	0x668a0	1While shooting the enemies, Snake shouts at the	1Enquanto atira nos inimigos Snake grita p/	-6	False	-12.0
609	shift_jis	47	46	0x668d3	".female soldier. ""What are you doing? Shoot!"	.soldado feminina.O q vc ta fazendo? Atire!	-4	False	-2.1
610	latin-1	52	51	0x66903	"3Don't be afraid!"" As if regaining consciousness,"	3N tenha medo! Como se recobrando a consciencia,	-2	False	-1.9
611	shift_jis	47	48	0x66938	.the female soldier starts firing her FAMAS.	.a soldado feminina dispara a FAMAS.	-1	True	2.1
612	shift_jis	51	47	0x66968	2With her help, the enemies have been wiped out.	2Com a ajuda dela os inimigos foram eliminados.	-4	False	-7.8
613	shift_jis	50	47	0x6699c	1The female soldier then heads for the cell exit.	1A soldado feminina entao vai p/ saida da cela.	-3	False	-6.0
614	latin-1	43	21	0x669fc	@+`'ItItPe¡Pd`%PlPrPi	@+`'ItItPeÂ¡Pd`%PlPrPi	-22	False	-51.2
615	shift_jis	54	39	0x66a2c	5The terrorists have already found out the detonation	5Os terroristas ja descobriram o codigo	-15	False	-27.8
616	shift_jis	50	42	0x66a63	1code from the DARPA Chief. In order to stop the	1de detonacao do Chefe da DARPA.P/ parar o	-8	False	-16.0
617	shift_jis	48	51	0x66a96	/nuclear launch, Snake goes to rescue ArmsTech	/lancamento nuclear Snake vai resgatar o Pres	-2	True	6.2
618	shift_jis	48	45	0x66ac7	/President Kenneth Baker, the person who knows	/da ArmsTech Kenneth Baker a pessoa q conhece	-3	False	-6.2
619	shift_jis	39	40	0x66af8	&the second and final detonation code.	&o segundo codigo de detonacao.	0	True	2.6
620	shift_jis	37	34	0x66b74	$FOX-HOUND member Revolver Ocelot.	$membro FOX-HOUND Revolver Ocelot.	-3	False	-8.1
621	shift_jis	53	57	0x66b9a	4Snake fights a tough battle against this gun master	4Snake luta uma batalha contra este mestre das armas	-1	True	7.5
622	shift_jis	49	49	0x66bd0	0who can even control the ricochet of his shots.	0q pode controlar o ricochete dos seus tiros.	0	False	0.0
623	shift_jis	47	42	0x66c02	.However, Snake drives Ocelot to bay by taking	.Porem Snake encurrala Ocelot aproveitando	-5	False	-10.6
624	shift_jis	48	43	0x66c32	/advantage of the weakpoint of the revolver gun	/a vantagem do ponto fraco da arma revolver	-5	False	-10.4
625	shift_jis	25	24	0x66c63	-- its reloading time.	-- o tempo de recarga.	-1	False	-4.0
626	shift_jis	50	48	0x66cce	1Snake successfully rescues President Baker from	1Snake resgata o Presidente Baker com sucesso do	-2	False	-4.0
627	shift_jis	45	38	0x66d01	,FOX-HOUND member Revolver Ocelot. However,	,membro FOX-HOUND Revolver Ocelot.Porem,	-7	False	-15.6
628	shift_jis	52	41	0x66d2f	3Baker has already given away the detonation code.	3Baker ja entregou o codigo de detonacao.	-11	False	-21.2
629	shift_jis	50	48	0x66d64	1The only thing that can stop the nuclear launch	1A unica coisa q pode parar o lancamento nuclear	-2	False	-4.0
630	shift_jis	52	66	0x66d97	3now is the detonation code emergency override key	3agora eh a chave de anulacao de detonacao	14	True	26.9
631	shift_jis	47	47	0x66dcc	.given to Meryl, or Metal Gear chief engineer	.dada a Meryl ou ao eng. chefe do Metal Gear	0	False	0.0
632	shift_jis	55	52	0x66dfc	6Dr. Emmerich. Right after Baker tells this to Snake,	6Dr.Emmerich.Logo depois q Baker conta isso ao Snake,	-3	False	-5.5
633	shift_jis	48	51	0x66e34	/he dies of a sudden heart attack. Snake tries	/ele morre de um infarto subito.Snake tenta	-5	True	6.2
634	shift_jis	47	41	0x66e65	.contacting Meryl at the Codec frequency from	.contatar Meryl na frequencia do Codec de	-6	False	-12.8
635	shift_jis	26	20	0x66e95	the back of the CD case.	tras da caixa do CD.	-6	False	-23.1
636	shift_jis	54	62	0x66f0a	5Now that the terrorists know both detonation codes,	5Agora q os terroristas tem os codigos de detonacao,	2	True	14.8
637	shift_jis	53	51	0x66f41	4the only thing that can stop the nuclear launch is	4a unica coisa q pode parar o lancamento nuclear eh	-2	False	-3.8
638	shift_jis	50	62	0x66f77	1the detonation code emergency override key given	1a chave de anulacao do codigo de detonacao dada	12	True	24.0
639	shift_jis	53	55	0x66faa	4to Meryl,or Metal Gear chief engineer Dr. Emmerich.	4a Meryl ou engenheiro chefe do M. Gear Dr.Emmerich.	-1	True	3.8
640	shift_jis	51	40	0x66fe0	2Snake successfully contacts Meryl, and with her	2Snake contata Meryl com sucesso e com a	-11	False	-21.6
641	shift_jis	56	49	0x67014	7help, the door at the north of the first floor of the	7ajuda dela a porta norte do andar-1 do hangar	-7	False	-12.5
642	shift_jis	50	60	0x6704d	1tank hangar is now open. To rescue Dr. Emmerich,	1de tanques agora ta aberta.P/ resgatar Emmerich,	5	True	20.0
643	shift_jis	51	38	0x67080	2Snake exits through the cargo entrance and heads	2Snake sai pela entrada de carga e vai	-13	False	-25.5
