offset	tamanho_bytes	encoding	texto	texto_traduzido	tamanho_bytes_traduzido
0x6c21948	45	latin-1	Yeah. What's Metal Gear really|designed for?	Sim. P/que o Metal Gear|foi realmente projetado?	51
0x6c21988	46	latin-1	It's a mobile TMD (theater|missile defense).	Eh um TMD movel (defesa de missil|teatral)	43
0x6c219c8	48	latin-1	It's designed to shoot down|nuclear missiles...	Foi projetado p/ derrubar|misseis nucleares..	47
0x6c21a0c	43	latin-1	...only for defensive purposes,|of course.	..apenas p/ propositos defensivos,|e claro.	44
0x6c21a48	5	shift_jis	Liar!	Falso!	11
0x6c21a60	66	latin-1	I already know that Metal Gear is|nothing but a nuclear-equipped,	Eu ja sei que o Metal Gear nao passa|de um equipamento nuclear,	87
0x6c21ab4	21	shift_jis	walking death-mobile!	mortal ambulante!	28
0x6c21adc	37	latin-1	Nuclear?|What are you talking about?	Nuclear?|Do que vc esta falando?	33
0x6c21b14	75	latin-1	The terrorists are planning to use|Metal Gear to launch a nuclear missile.	Os terroristas planejam usar|o Metal Gear p/ lancar um missil nuclear.	77
0x6c21b70	31	shift_jis	You telling me you didn't know?	Vc tÃ¡ me dizendo que nao sabia?	35
0x6c21ba0	60	latin-1	They're gonna put a dismantled warhead|into Metal Gear's...	Vao colocar uma ogiva desmontada|no modulo de missil..	58
0x6c21bf0	19	shift_jis	TMD missile module?	TMD do Metal Gear?	18
0x6c21c14	6	shift_jis	Wrong.	Errado.	7
0x6c21c2c	59	latin-1	From the beginning, the purpose|of this exercise was to...	Desde o inicio, o proposito|deste exercicio era..	49
0x6c21c78	47	latin-1	test Metal Gear's nuclear|launch capability...	testar a capacidade de lancamento|do Metal Gear	60
0x6c21cb8	30	shift_jis	using a dummy nuclear warhead.	usando uma ogiva nuclear falsa.	32
0x6c21ce8	47	latin-1	The terrorists are just|continuing the work...	Os terroristas tao apenas|continuando o trabalho	54
0x6c21d28	12	shift_jis	you started!	que vc comecou!	18
0x6c21d48	19	shift_jis	No, you're wrong...	Nao,vc esta errado..	24
0x6c21d6c	43	latin-1	I heard it directly from your boss,|Baker.	Ouvi diretamente do seu chefe,|Baker.	37
0x6c21da8	33	shift_jis	No...a nuclear missile on Rex...?	Nao..um missil nuclear no Rex..?	34
0x6c21ddc	29	shift_jis	...So you really didn't know?	..Entao vc realmente nao sabia?	34
0x6c21e0c	59	latin-1	No. All the armament was built|by a separate department...	Nao. O armamento foi construido|por um departamento a parte.	69
0x6c21e58	62	latin-1	and the president personally supervised|the final assembly...	e o presidente supervisionou pessoalmente|a montagem final..	61
0x6c21ea8	17	shift_jis	of the main unit.	da unidade principal	20
0x6c21ecc	16	shift_jis	President Baker?	Presidente Baker?	16
0x6c21f08	51	latin-1	I was never told exactly what|they armed Rex with.	Nunca me disseram exatamente com o que|armaram o Rex.	52
0x6c21f4c	76	latin-1	I...I only know it's equipped with a vulcan|cannon, a laser and a rail gun.	Eu..sei apenas que eh equipado com um canhao|vulcan, um laser e uma rail gun.	82
0x6fe3880	21	shift_jis	A rail gun, you said?	Uma rail gun, vc disse?	25
0x6fe38c0	62	latin-1	It uses magnets to fire bullets|at extremely high velocities.	Usa imas p/ disparar balas|em velocidades extremamente altas.	65
0x6fe3910	62	latin-1	The technology was originally developed|for the SDI system...	A tecnologia foi originalmente desenvolvida|p/ o sistema SDI..	64
0x6fe3960	19	shift_jis	and later scrapped.	e depois descartada.	20
0x6fe3984	38	shift_jis	We were successful in miniaturizing it	Conseguimos miniaturiza-la com sucesso	37
0x6fe39bc	35	shift_jis	in a joint venture between ArmsTech	numa joint venture entre ArmsTech	33
0x6fe39f0	28	shift_jis	and Rivermore National Labs.	e Rivermore National Labs.	26
0x6fe3a20	36	latin-1	The rail gun is on Rex's right|arm.	A rail gun fica no braco direito|do Rex.	39
0x6fe3a58	58	latin-1	Metal Gear's main function is to|launch nuclear missiles.	A funcao principal do Metal Gear eh|lancar misseis nucleares	62
0x6fe3aa4	42	latin-1	You sure you're not forgetting|something?	Tem certeza que nao esta esquecendo|algo?	42
0x6fe3ae0	59	latin-1	It's true that Metal Gear has a|missile module on his back	Eh verdade que Metal Gear tem um|modulo de missil nas costas	63
0x6fe3b2c	40	latin-1	that can carry up to 8 missiles.|But...	que pode carregar ate 8 misseis.|Mas..	38
0x6fe3b68	42	latin-1	...are you saying it was|originally meant	vocÃª esta dizendo que foi|originalmente projetado	51
0x6fe3ba4	26	shift_jis	to carry nuclear missiles?	p/ carregar armas nucleares?	31
0x71238d0	33	shift_jis	Yeah. But that's not all I think.	Sim. Mas nao eh so isso que penso.	34
0x7123904	52	latin-1	If Metal Gear fired only standard|nuclear missiles,	Se Metal Gear disparasse apenas misseis|nucleares padrao	56
0x712394c	64	latin-1	then they should already have all|the practical data they need.	entao eles ja deveriam ter todos|os dados praticos que precisam.	67
0x71239b8	15	shift_jis	...could it be?	..sera possivel?	21
0x71d88bc	38	latin-1	These are some of the|supercomputers.	Estes sao alguns dos|supercomputadores.	37
0x71d88f4	18	shift_jis	If you link these,	Se vc conectar eles,	22
0x71d8918	50	latin-1	you can test everything|in a virtual environment.	pode testar tudo|num ambiente virtual.	36
0x71d895c	32	shift_jis	But it's all just theoretical...	Mas eh tudo apenas teorico..	29
0x71d8990	54	latin-1	So this exercise was designed to|test the real thing?	Entao este exercicio foi projetado p/|ser real?	60
0x71d89d8	27	shift_jis	What did our president do!?	O que nosso presidente fez!?	28
0x71d8a04	39	latin-1	If the terrorists launch|that thing...	Se os terroristas lancarem|aquela coisa	44
0x71d8a3c	6	shift_jis	Damn!!	Droga!!	7
0x71d8a54	9	shift_jis	...Damn!!	..Droga!!	10
0x71d8a70	38	latin-1	I'm such a fool!|It's all my fault...	Sou um idiota!|Eh tudo culpa minha..	37
0x73458bc	58	latin-1	I used to think that I could use|science to help mankind.	Eu achava que podia usar|a ciencia p/ ajudar a humanidade.	67
0x7345908	49	latin-1	But the one that wound up getting used|was me...	Mas quem acabou sendo usado|fui eu..	38
0x734594c	62	latin-1	Using science to help mankind...|that's just in the movies...	Usar ciencia p/ ajudar a humanidade..|isso eh so nos filmes..	63
0x734599c	46	latin-1	That's enough crying.|Pull yourself together!	Chega de chorar.|Se recomponha!	31
0x73459dc	20	shift_jis	Where is Metal Gear?	Onde esta o Metal Gear?	23
0x7345a04	40	latin-1	Where on this base are they|keeping it?	Onde nesta base eles|estao mantendo ele?	41
0x7435880	44	latin-1	Rex is in the underground|maintenance base.	Rex esta na base de manutencao|subterranea.	46
0x74358c0	14	shift_jis	Where is that?	Onde fica isso?	15
0x74358e0	62	latin-1	North of the Communications Tower.|But it's a long way there.	Norte da Torre de Comunicacoes.|Mas eh um longo caminho ate la.	64
0x7435930	32	shift_jis	The emergency override system...	O sistema de anulacao de emergencia	41
0x7435964	38	latin-1	for the detonation code is|there too?	p/ o codigo de detonacao esta|la tbm?	38
0x74359b4	43	latin-1	...In the maintenance base's|Control Room.	..Na Sala de Controle da|base de manutencao.	46
0x74359f0	19	shift_jis	You'd better hurry.	Se apresse!	22
0x7435a14	47	latin-1	If they were planning a launch|from the start,	Se eles planejavam um lancamento|desde o inicio,	48
0x7435a54	51	latin-1	then their ballistic program is|probably finished.	entao o programa balistico deles|deve tÃ¡ pronto.	59
0x7435a98	53	latin-1	And since they haven't called for|me in a few hours,	E ja que nao chamaram por mim|em algumas horas,	47
0x7435ae0	22	shift_jis	they must not need me.	n devem precisar de mim	27
0x7435b08	46	latin-1	In other words, they must be|ready to launch.	Em outras palavras, devem estar|prontos p/lancar	52
0x7435b48	47	latin-1	Meryl's got the detonation code|override keys.	Meryl tem a chave p/anular|o codigo de detonacao	58
0x7435b88	23	shift_jis	We'll link up with her.	Vamos nos encontrar com ela.	28
0x7435bb0	60	latin-1	If we can't override the launch,|we'll have to destroy Rex.	Se nao anular-mos o lancamento,|teremos que destruir o Rex.	69
0x756b8bc	22	shift_jis	I'll show you the way.	Vou te mostrar o caminho	26
0x756b8e4	48	latin-1	On that leg of yours?|You'll just slow me down.	Com essa perna sua?|Vc so vai me atrasar.	42
0x756b928	44	latin-1	You'll need me if you're gonna|destroy Rex.	Vc vai precisar de mim se quiser|destruir o Rex.	53
0x756b968	42	latin-1	I don't need you.|I just need your brain.	Nao preciso de vc.|Preciso so do seu cerebro	50
0x756b9a4	14	shift_jis	I created Rex.	Eu criei o Rex.	14
0x756b9c4	40	latin-1	It's my right...my duty|to destroy him.	Eh meu direito..minha obrigacao|destrui-lo.	46
0x756ba00	36	latin-1	If you get a chance, try to|escape.	Se tiver chance, tente|escapar.	29
0x756ba38	51	latin-1	When the coast is clear I'll contact|you by Codec.	Quando a costa estiver limpa te contacto|por Codec.	54
0x756ba7c	44	latin-1	How am I supposed to escape|from an island?	Como eu deveria escapar|de uma ilha?	36
0x756babc	5	shift_jis	Okay.	Ok.	3
0x756bad4	13	shift_jis	So what then?	E entao?	8
0x756baf4	51	latin-1	I want you to hide somewhere|and keep me informed.	Quero que se esconda|e me mantenha informado.	62
0x756bb38	37	latin-1	You know this place well,|don't you?	Vc conhece este lugar bem,|nao conhece?	43
0x756bb70	48	latin-1	Course I do. And don't worry.|...I've got this.	Claro que sim. E nao se preocupe.|..Tenho isso.	51
0x756bbb4	47	latin-1	It's the same stealth technology|as the Ninja.	Eh a mesma tecnologia stealth|do Ninja.	40
0x756bbf4	40	latin-1	FOX-HOUND was going to use them,|but...	FOX-HOUND ia usa-las,|mas..	29
0x756bc30	41	latin-1	With this I'll be fine,|bad leg and all.	Com isso vou ficar bem,|perna ruim e tudo.	43
0x756bc6c	47	latin-1	Good. But I want Meryl|to watch after you too.	Bom. Mas quero que Meryl|cuide de vc tbm.	42
0x78090d0	18	shift_jis	Something's wrong.	Algo esta errado.	17
0x78090f4	56	latin-1	Did you hear something?|Wasn't that some kind of music?	Vc ouviu algo?|Nao foi algum tipo de musica?	47
0x7809140	23	shift_jis	What did she look like?	Como ela era?	13
0x7809168	64	latin-1	She...she was wearing the same|green uniform as the terrorists.	Ela..ela estava usando o mesmo|uniforme verde dos terroristas.	66
0x789d8bc	11	shift_jis	A disguise?	Um disfarce?	12
0x789d8d8	36	latin-1	She had such a cute way of|walking.	Ela tinha um jeito tao fofo|de andar.	38
0x789d910	33	shift_jis	She kind of wiggles her behind...	Meio que balanca o traseiro..	29
0x789d944	24	shift_jis	You were really looking.	Vc estava realmente olhando.	31
0x789d970	39	latin-1	Well...she's got a very cute|behind...	Bem..ela tem um traseiro|muito fofo..	42
0x789d9a8	20	shift_jis	Way of walking, huh.	Jeito de andar, hein.	21
0x79118e4	32	shift_jis	If she's disguised as the enemy,	Se ela esta disfarcada como inimiga,	36
0x7911918	50	latin-1	you'll have to contact her|when she's alone, huh.	Vc tera que contacta-la|quando ela estiver sozinha	63
0x791195c	62	latin-1	There's only one place where we can|be sure she's by herself.	So ha um lugar onde podemos|ter certeza que ela esta sozinha.	64
0x79119ac	13	shift_jis	Where's that.	Onde eh isso.	13
0x79119cc	20	shift_jis	Don't be so dense...	Nao seja tao obtuso..	23
0x79119f4	30	shift_jis	Here...use this security card.	Use este cartao de seguranca	37
0x7911a24	22	shift_jis	It's security level 4.	Eh seguranca nivel 4.	21
0x7911a4c	28	shift_jis	You're not in pain are you!?	Vc nao esta com dor, esta!?	31
0x7911a94	38	latin-1	You feel okay?|Nothing bothering you?	Se sente bem?|Nada te incomodando?	35
0x7911acc	48	latin-1	What's wrong?|Getting friendly all of a sudden?	O que ha de errado?|Ficando amigavel de repente?	48
0x7911b10	36	latin-1	Oh nothing...|I'm glad you're okay.	Ah nada..|Fico feliz que esteja bem.	38
0x7911b48	15	shift_jis	You're strange.	Vc eh estranho.	16
0x7911b68	60	latin-1	I'm little nervous.|Everyone else I've saved suddenly dies.	Estou meio nervoso.|Todo mundo que salvei morre de repente.	62
0x7911bb8	16	shift_jis	You're bad luck.	Vc da azar.	14
0x7911bdc	18	shift_jis	Forget it, Doctor.	Esqueca, Doutor.	16
0x7911c00	15	shift_jis	Call me Otacon.	Me chame: Otacon	19
0x7911c20	7	shift_jis	Otacon?	Otacon?	7
0x7911c38	31	shift_jis	It stands for Otaku Convention.	Significa Otaku Convention.	27
0x7911c68	50	latin-1	An Otaku is a guy like me who|likes Japanimation.	Um Otaku eh um cara como eu que|gosta de Animes.	55
0x7b780d0	46	latin-1	You're right.|We have to take responsibility.	Vc tem razao.|Temos que assumir responsabilidade	49
0x7b78110	35	latin-1	Science has always thrived|on war.	A ciencia sempre prosperou|na guerra	32
0x7b78144	60	latin-1	The greatest weapons of mass|destruction were created by...	As maiores armas de destruicao em massa|foram criadas por..	60
0x7b78194	35	shift_jis	scientists who wanted to be famous.	cientistas que queriam ser famosos.	35
0x7b781c8	62	latin-1	But that's all over now. I won't|take part in murder anymore.	Mas isso acabou agora. Nao vou|participar mais de assassinatos.	64
0x7b78218	46	latin-1	Whatever. All I want from you|is information.	Tanto faz. Tudo que quero de vc|eh informacao.	48
0x7b78258	47	latin-1	Sure. I know everything about|this whole base.	Claro. Sei tudo sobre|toda esta base.	36
0x7b78298	49	latin-1	Ask me anything about Rex or|about this place...	Me pergunte qualquer coisa sobre Rex ou|este lugar..	60
0x7b782dc	36	latin-1	Also, with this stealth|camouflage,	Tbm, com esta camuflagem|stealth,	33
0x7b78314	52	latin-1	I can sneak in and out of|the armory and mess hall.	posso entrar e sair furtivamente do|arsenal e refeitorio	56
0x7b7835c	70	latin-1	If you need ammo or rations, just tell|me and I'll bring them to you.	Se precisar de municao ou racoes, apenas|me diga e trago p/ vc.	66
0x7b783b4	24	shift_jis	I'm on frequency 141.12.	Estou na frequencia 141.12.	27
0x7b783e0	15	shift_jis	See ya later...	Te vejo depois..	16
0x7db70e4	80	latin-1	That's the second time I've been able to|sneak up on the legendary Solid Snake.	Essa eh a segunda vez que consegui|me esgueirar p/ o lendario Solid Snake.	78
0x7db7148	13	shift_jis	You're Meryl?	Vc eh Meryl?	15
0x7db7168	50	latin-1	There's no way you could pass|for a man for long.	Nao ha como vc se passar|por homem por muito tempo.	59
0x7db71ac	17	shift_jis	What do you mean?	O que quer dizer?	17
0x7db71d0	32	shift_jis	Hey! Men aren't allowed in here.	Ei! Homens nao sao permitidos aqui.	36
0x7db7204	36	latin-1	I had no idea you were so|feminine.	Nao fazia ideia que vc era tao|feminina.	42
0x7db723c	45	latin-1	This is no time to try and|hit on me, Snake.	Nao eh hora de tentar|me paquerar, Snake.	42
0x7db727c	30	shift_jis	Besides, it's a waste of time.	Alem disso, eh perda de tempo.	31
0x7db72ac	17	shift_jis	When I joined up,	Quando me alistei,	16
0x7db72d0	58	latin-1	they gave me psychotherapy|to destroy my interest in men.	me deram psicoterapia|p/ destruir meu interesse em homens.	58
0x7db731c	44	latin-1	Same smart mouth...|you're Meryl all right.	Mesma boca esperta..|vc eh Meryl mesmo.	43
0x7db735c	13	shift_jis	Are you hurt?	Vc ta ferida?	21
0x7db737c	57	latin-1	Not yet. After all, I was disguised|as a Genome Soldier.	Ainda nao. Afinal, estava disfarcada|como Soldado Genomico.	58
0x7db73c8	20	shift_jis	So why'd you change?	Entao pq vc mudou?	21
0x7db73f0	52	latin-1	You'd be a lot better off dressed|like one of them.	Vc se sairia muito melhor vestida|como um deles.	50
0x7db7438	36	shift_jis	...I got tired of disguising myself.	..Cansei de me disfarcar.	26
0x7db7470	50	latin-1	The truth is...|the uniform smelled like blood...	A verdade eh..|o uniforme cheirava a sangue..	47
0x7db74b4	17	shift_jis	What's that mark?	O que eh essa marca?	20
0x7db74d8	14	shift_jis	Huh? Oh. This?	Hein? Ah. Isso?	15
0x7db74f8	35	shift_jis	It's a paint tattoo. It's not real.	Eh uma tatuagem de tinta,Nao eh real	38
0x7db752c	34	shift_jis	I was a fan of FOX-HOUND way back.	Era fa do FOX-HOUND ha muito tempo.	35
0x7db7560	44	latin-1	When guys like you and my uncle|were in it.	Quando caras como vc e meu tio|estavam nele.	46
0x7db75a0	75	latin-1	None of that gene therapy like there is|today. You guys were real heroes.	Nada dessa terapia genica como ha|hoje. Vcs eram herois de verdade.	70
0x7db75fc	27	shift_jis	There are no heroes in war.	Nao ha herois na guerra.	23
0x7db7628	54	latin-1	All the heroes I know are either|dead...or in prison.	Todos os herois que conheco estao|mortos..ou na prisao.	58
0x7db7670	17	shift_jis	One or the other.	Um ou outro.	12
0x7db7694	39	latin-1	But, Snake. You're a hero.|Aren't you?	Mas, Snake. Vc eh um heroi.|Nao eh?	38
0x7db76cc	52	latin-1	I'm just a man who's good at|what he does. Killing.	Sou apenas um homem bom no|que faz. Matar.	44
0x7db7714	46	latin-1	There's no winning or losing|for a mercenary.	Nao ha vitorias ou derrotas|p/ um mercenario.	47
0x7db7754	40	latin-1	The only winners in war|are the people.	Unicos vencedores na guerra|sao as pessoas	47
0x7db7790	44	latin-1	That's right.|And you fight for the people.	Isso mesmo.|E vc luta pelas pessoas.	38
0x7db77d0	41	latin-1	I've never fought for anyone but|myself.	Nunca lutei por ninguem alem|de mim mesmo.	44
0x7db780c	49	latin-1	I've got no purpose in life.|No ultimate goal...	Nao tenho proposito na vida.|Nenhum objetivo final..	53
0x7db7850	8	shift_jis	Come on.	Qual eh.	8
0x7db786c	54	latin-1	It's only when I'm cheating|death on the battlefield.	Eh so quando estou trapaceando|a morte no campo de batalha.	62
0x7db78b4	33	shift_jis	The only time I feel truly alive.	A unica vez que me sinto vivo.	31
0x81eaea8	51	latin-1	Seeing other people die makes|you feel alive, huh?	Ver gente morrer faz|vc se sentir vivo, hein?	58
0x81eaeec	41	shift_jis	You love war and don't want it to stop...	Vc ama a guerra e nao quer que pare..	40
0x81eaf28	59	latin-1	Is it the same with all great soldiers|throughout history?	Eh igual com todos os grandes soldados|ao longo da historia?	62
0x81eaf74	26	shift_jis	Why didn't you contact me?	Pq vc nao me contactou?	26
0x81eafa0	20	shift_jis	My Codec was broken.	Meu Codec tava quebrado.	26
0x81eafc8	12	shift_jis	Is that all?	Eh so isso?	12
0x81eafe8	51	latin-1	Shouldn't you just be happy |we met up like this!?	Vc nao deveria ta feliz|que nos encontramos assim!?	58
0x81eb02c	38	latin-1	How did you recognize me|in disguise?	Como me reconheceu|disfarcada?	29
0x81eb064	22	shift_jis	I never forget a lady.	Nunca esqueco uma dama.	23
0x81eb08c	45	latin-1	So there's something you like|about me, huh?	Entao ha algo que vc gosta|em mim, hein?	46
0x81eb0cc	30	shift_jis	Yeah, you've got a great butt.	Sim, vc tem um otimo traseiro.	32
0x81eb0fc	50	latin-1	Oh I see...first it's my eyes,|now it's my butt.	Sei.primeiro meus olhos,|agora eh meu traseiro.	57
0x81eb140	12	shift_jis	What's next?	O que vem depois?	17
0x81eb160	54	latin-1	On the battlefield you never|think about what's next.	No campo de batalha vc nunca|pensa no que vem depois.	58
0x892d0e4	44	latin-1	So Snake...|how are the negotiations going?	Entao Snake..|como vao as negociacoes?	36
0x892d124	12	shift_jis	No progress.	Sem progresso.	16
0x892d144	27	shift_jis	So it's all up to you, huh?	Entao eh tudo com vc, hein?	29
0x892d170	62	latin-1	Somebody's got to stop them from|launching a nuclear missile.	Alguem tem que impedi-los de|lancar um missil nuclear.	55
0x892d1c0	56	latin-1	There are two ways.|Either we destroy Metal Gear, or...	Ha duas maneiras.|Ou destruimos Metal Gear, ou..	48
0x892d20c	35	shift_jis	...we override the detonation code.	..anulamos o codigo de detonacao.	34
0x892d240	33	shift_jis	You got the card keys from Baker?	Vc pegou os cartoes chave do Baker?	37
0x892d274	13	shift_jis	...Card keys?	..Cartoes chave?	16
0x892d294	14	shift_jis	You mean this?	Quer dizer isso?	22
0x892d2b4	50	latin-1	Where are the others?|There should be three keys.	Onde estao os outros?|Deveria haver tres chaves.	49
0x892d2f8	21	shift_jis	This is all I've got.	Isso eh tudo que tenho.	24
0x892d320	29	shift_jis	Where could the other two be?	Onde poderiam estar as outras?	35
0x892d350	44	latin-1	I have no idea, but they must be|somewhere.	Nao faco ideia, mas devem estar|em algum lugar.	49
0x892d390	44	latin-1	If we can't find them we'll have |no choice	Se nao acharmos elas nao teremos|escolha	53
0x892d3d0	26	shift_jis	but to destroy Metal Gear.	alem de destruir Metal Gear.	28
0x892d3fc	63	latin-1	Metal Gear is in an underground|maintenance base to the north.	Metal Gear esta numa base de manutencao|subterranea ao norte.	64
0x892d44c	51	latin-1	Take me too. I know this place|better than you do.	Me leve tbm. Conheco este lugar|melhor que vc.	48
0x892d490	67	latin-1	You'll just slow me down. You don't have|enough battle experience.	Vc so vai me atrasar. Nao tem|experiencia de batalha suficiente.	68
0x892d4e4	36	latin-1	I won't slow you down.|I promise...	Nao vou te atrasar.|Prometo..	31
0x892d51c	19	shift_jis	And what if you do?	E se vc atrasar?	19
0x892d540	22	shift_jis	Then you can shoot me.	Entao vc pode me atirar.	27
0x892d568	30	shift_jis	I don't like to waste bullets.	Nao gosto de desperdicar balas.	32
0x8bbe148	7	shift_jis	Got it.	Entendi.	8
0x8bbe160	18	shift_jis	I'll be careful...	Vou ter cuidado..	17
0x8bbe184	54	latin-1	Y'know...I don't use makeup|the way other women do...	Sabe..nao uso maquiagem|como outras mulheres..	48
0x8bbe1cc	44	latin-1	I hardly ever look at myself|in the mirror.	Quase nunca me olho|no espelho.	31
0x8bbe20c	41	latin-1	I've always despised that kind|of woman.	Sempre desprezei esse tipo|de mulher.	40
0x8bbe248	40	latin-1	I always dreamed of becoming|a soldier.	Sempre sonhei em me tornar|uma soldado.	40
0x8bbe284	18	shift_jis	But I was wrong...	Mas estava errada..	19
0x8bbe2a8	26	shift_jis	It wasn't really my dream.	Nao era realmente meu sonho.	28
0x8bbe2d4	12	shift_jis	My father...	Meu pai..	9
0x8bbe2f4	47	latin-1	...he was killed in action|when I was younger.	..foi morto em acao|quando eu era mais nova.	44
0x8bbe334	49	latin-1	You wanted to follow in your|father's footsteps?	Vc queria seguir os|passos do seu pai?	40
0x8bbe378	11	shift_jis	Not really.	Nao mesmo.	13
0x8bbe394	68	latin-1	I thought that if I became a soldier|I could understand him better.	Pensei que se me tornasse soldado|poderia entende-lo melhor.	58
0x8bbe3ec	25	shift_jis	So are you a soldier yet?	Entao vc eh soldado agora?	27
0x8bbe418	53	latin-1	I thought I was until today.|But...now I understand.	Pensei que era ate hoje.|Mas..agora entendo.	43
0x8bbe460	53	latin-1	The truth is I was just afraid of|looking at myself.	A verdade eh que eu tava com medo de|olhar p/ mim mesma.	66
0x8bbe4a8	51	latin-1	Afraid of having to make my own|decisions in life.	Com medo de ter que tomar minhas proprias|decisoes.	58
0x8bbe4ec	44	latin-1	But I'm not going to lie to myself|anymore.	Mas nao vou mais mentir p/ mim|mesma.	37
0x8bbe52c	47	latin-1	It's time I took a long hard look|at myself...	Eh hora de dar uma boa olhada|em mim mesma..	47
0x8bbe56c	48	latin-1	I want to know who I am,|what I'm capable of...	Quero saber quem sou,|do que sou capaz..	42
0x8bbe5b0	60	latin-1	I want to know why I've lived the way|I've lived until now.	Quero saber pq vivi do jeito|que vivi ate agora.	49
0x8bbe600	17	shift_jis	I want to know...	Quero saber..	13
0x8bbe624	60	latin-1	Take a good look. You won't get|another chance for a while.	De uma boa olhada. Nao vai ter|outra chance por um tempo.	57
0x8bbe674	50	latin-1	You should wash your face too|while you're at it.	Vc deveria lavar o rosto tbm|ja que esta ai.	47
0x8bbe6b8	7	shift_jis	Yeah...	Sim..	6
0x8bbe6d0	62	latin-1	This isn't a training exercise.|Our lives are riding on this.	Isso nao eh um treinamento.|Nossas vidas estao em jogo.	71
0x8bbe720	64	latin-1	There are no heroes or heroines.|If you lose, you're worm food.	Nao ha herois ou heroinas.|Se vc perder, vira comida de minhoca.	70
0x8bbe78c	25	shift_jis	Is that FAMAS functional?	Essa FAMAS funciona?	19
0x8bbe7b8	31	shift_jis	Unfortunately it's out of ammo.	Infelizmente esta sem municao.	30
0x8bbe7e8	35	shift_jis	Where did ya get that Desert Eagle?	Onde vc conseguiu essa Desert Eagle?	37
0x8bbe81c	25	shift_jis	I found it in the armory.	Encontrei no arsenal.	19
0x8bbe848	36	shift_jis	It's a .50 caliber Action Express...	Eh uma .50 calibre Action Express..	35
0x8bbe880	48	latin-1	There was a SOCOM pistol too,|but I chose this.	Havia uma pistola SOCOM tbm,|mas escolhi esta.	45
0x8bbe8c4	30	shift_jis	Hmm. So I got a leftover, huh.	Hmm. Entao peguei oq sobrou..	33
0x8bbe8f4	40	latin-1	Isn't that gun a little big|for a girl?	Essa arma nao eh meio grande|p/ uma garota?	43
0x8bbe930	29	shift_jis	Don't worry, I can handle it.	Relaxa, consigo lidar com ela.	37
0x909fa80	18	shift_jis	C'mon. Use my .45.	Vamos. Use minha .45	21
0x909faa4	59	latin-1	Listen, I've used a gun like this|since I was 8 years old.	Escute, uso uma arma como esta|desde os 8 anos.	49
0x909faf0	51	latin-1	I'm more comfortable with it|than I am with a bra.	Me sinto mais confortavel com ela|doq com um sutia.	56
0x909fb34	31	shift_jis	If we're gonna go to the north,	Se vamos p/ o norte,	18
0x909fb64	61	latin-1	we'll have to go through|the Commander's Room on this floor.	teremos que passar|pela Sala do Comandante neste andar.	54
0x909fbb4	43	latin-1	The overland route is blocked|by glaciers.	A rota terrestre esta bloqueada|por geleiras	46
0x909fbf0	54	latin-1	The door to the commander's room|is security level 5.	A porta da sala do comandante|eh seguranca nivel 5.	50
0x909fc38	23	shift_jis	This card will open it.	Este cartao vai abrir.	22
0x909fc60	55	latin-1	It was inside the pocket of|the uniform I was wearing.	Estava no bolso do|uniforme que eu estava usando.	49
0x909fca8	59	latin-1	Looks like he must have been guarding|someplace important.	Parece que ele devia estar guardando|algum lugar importante.	63
0x92398a8	29	shift_jis	My head!....Ooh. It hurts!...	Minha cabeca!...Ooh. Doi!..	29
0x92398d8	13	shift_jis	What's wrong?	O que ha de errado?	18
0x92398f8	23	shift_jis	Don't come here, Snake!	Nao venha aqui, Snake!	22
0x92d80bc	15	shift_jis	Are you okay!!?	Vc esta bem!!?	17
0x92d80dc	15	shift_jis	What happened!?	Oq aconteceu!?	17
0x92d80fc	12	shift_jis	...I'm fine.	..Estou bem.	13
0x92d8134	9	shift_jis	Let's go.	Vamos.	6
0x93ed0d0	8	shift_jis	Snake...	Snake..	8
0x93ed0ec	17	shift_jis	do you...like me?	vc..gosta de mim?	20
0x93ed110	11	shift_jis	What the...	Mas que..	10
0x93ed12c	15	shift_jis	Do you like me?	Vc gosta de mim?	19
0x93ed14c	15	shift_jis	Hold me, Snake!	Me abrace Snake!	16
0x93ed16c	14	shift_jis	What's wrong!?	Oq aconteceu!?	19
0x93ed18c	32	shift_jis	Hurry...hurry! Make love to me!!	Rapido..rapido! Faca amor comigo!!	36
0x93ed1c0	19	shift_jis	Snake, I want you!!	Snake, eu te quero!!	18
0x93ed1e4	12	shift_jis	Who's that!?	Quem eh esse!?	14
0x93ed21c	22	shift_jis	You don't like girls!?	Vc n gosta de garotas!?	28
0x951f8d0	14	shift_jis	Useless woman!	Mulher inutil!	14
0x951f8f0	22	shift_jis	Optic camouflage, huh?	Camuflagem optica, hein?	25
0x951f918	34	shift_jis	I hope that's not your only trick.	Espero que nao seja seu unico truque	38
0x951f964	20	shift_jis	You doubt my power!?	Vc duvida do meu poder!?	27
0x951f98c	22	shift_jis	Now I will show you...	Agora vou te mostrar..	22
0x951f9b4	46	latin-1	why I am the most|powerful practitioner of...	pq sou o mais|poderoso praticante de..	40
0x951f9f4	42	latin-1	psychokinesis and telepathy|in the world.	psicocinese e telepatia|do mundo.	35
0x951fa30	39	latin-1	No...there's no need for words,|Snake.	Nao ha necessidade de palavras,|Snake.	44
0x951fa68	19	shift_jis	I am Psycho Mantis.	Sou Psycho Mantis.	18
