id	encoding	offset	tamanho_bytes	texto	texto_traduzido	tamanho_bytes_traduzido	diferenca_bytes	tem_overflow	percentual_diferenca
886	shift_jis	0x215f118	27	Where - I - can - see - ya.	Onde -eu- posso - te - ver	26	-1	False	-3.7
895	shift_jis	0x218ca70	6	Gas...	Gas..	5	-1	False	-16.7
910	shift_jis	0x22089a0	22	Never mind about that.	N se importe com isso	21	-1	False	-4.5
911	shift_jis	0x22089c8	36	You're not using burst transmission.	Vc nao ta usando transmissao rapida	35	-1	False	-2.8
919	shift_jis	0x224615c	38	First destroy the high-voltage switch.	Destrua switch de alta voltagem antes	37	-1	False	-2.6
952	shift_jis	0x23b6338	11	Gray Fox...	Gray Fox..	10	-1	False	-9.1
957	shift_jis	0x23b6410	24	No. He should have died.	Nao. Ele deveria morreu	23	-1	False	-4.2
958	shift_jis	0x23b643c	17	...but he didn't.	..mas nao morreu	16	-1	False	-5.9
976	shift_jis	0x23b681c	48	while they experimented on him like a plaything.	enquanto experimentavam nele como um brinquedo.	47	-1	False	-2.1
993	shift_jis	0x268f3a8	8	Hmmmm...	Hmmmm..	7	-1	False	-12.5
995	shift_jis	0x27d98c4	27	Meryl, the engineer's okay.	Meryl, o engenheiro ta bem	26	-1	False	-3.7
998	shift_jis	0x27d9944	18	Where are you now?	Onde vc ta agora?	17	-1	False	-5.6
1004	shift_jis	0x27d9a10	21	Meryl! What happened!	Meryl! Oq aconteceu!	20	-1	False	-4.8
1006	shift_jis	0x28040a0	34	I know this place better than you.	Conheco este lugar melhor que vc.	33	-1	False	-2.9
1008	shift_jis	0x281a068	33	That's strange. There's no guard.	Isso eh estranho. Nao ha guarda.	32	-1	False	-3.0
1009	shift_jis	0x2822064	27	What happened to the music?	Oq aconteceu com a musica?	26	-1	False	-3.7
1042	shift_jis	0x29a00f8	22	or you are a coward...	ou vc eh um covarde..	21	-1	False	-4.5
1048	shift_jis	0x29ff874	35	You like fighting games, don't you?	Vc gosta de jogos de luta, nao eh?	34	-1	False	-2.9
1064	shift_jis	0x2ac88c0	28	You still don't believe me!?	Ainda nao acredita em mim!?	27	-1	False	-3.6
1085	shift_jis	0x2b8508c	21	I can read your mind!	Posso ler sua mente!	20	-1	False	-4.8
1086	shift_jis	0x2b94868	26	What!? I cannot read you!!	Oq!? Nao consigo te ler!!	25	-1	False	-3.8
1090	shift_jis	0x2b9da50	6	Yes...	Sim..	5	-1	False	-16.7
1097	shift_jis	0x2b9dc0c	49	...but that doesn't mean he doesn't have a heart.	..mas isso nao significa que ele nao tem coracao	48	-1	False	-2.0
1107	shift_jis	0x2d1b8e4	21	So what do you think?	Entao o que vc acha?	20	-1	False	-4.8
1118	shift_jis	0x2d4d4b8	25	It must be Sniper Wolf...	Deve ser a Sniper Wolf..	24	-1	False	-4.0
1137	shift_jis	0x2d4d9f8	30	I wouldn't go that far, but...	Nao iria tao longe assim, mas	29	-1	False	-3.3
1155	shift_jis	0x311c94c	30	He's tougher than I thought...	Ele eh mais duro do q pensei.	29	-1	False	-3.3
1156	shift_jis	0x311c97c	21	Do you know who I am?	Vc sabe quem eu sou?	20	-1	False	-4.8
1168	latin-1	0x31a2100	43	I'm the man you stole|everything good from.	Sou o homem de quem vc roubou|tudo de bom.	42	-1	False	-2.3
1170	latin-1	0x31a215c	59	after the sacrifice of our brothers...|after 30 long years,	apos o sacrificio dos nossos irmaos..|apos 30 longos anos,	58	-1	False	-1.7
1179	shift_jis	0x3222960	38	Have they given in to our demands yet?	Eles ja cederam as nossas exigencias?	37	-1	False	-2.6
1202	shift_jis	0x32e72a4	22	as a means of torture?	como meio de tortura?	21	-1	False	-4.5
1208	shift_jis	0x32e73c0	29	There's no Geneva Convention.	Nao ha Convencao de Genebra.	28	-1	False	-3.4
1227	shift_jis	0x33a5064	14	One more time.	Mais uma vez.	13	-1	False	-7.1
1238	latin-1	0x33e29e8	59	He is the one man who could|make my dream into a reality...	Ele eh o unico homem q poderia|tornar meu sonho realidade.	58	-1	False	-1.7
1242	shift_jis	0x341fa34	14	perestroika...	perestroika..	13	-1	False	-7.1
1255	shift_jis	0x341fcf8	29	I want Russia to be reborn...	Quero que a Russia renasca..	28	-1	False	-3.4
1260	shift_jis	0x34a2a1c	12	...conflict.	..conflito.	11	-1	False	-8.3
1268	shift_jis	0x34a2bdc	24	Liquid Snake is the one.	Liquid Snake eh o cara.	23	-1	False	-4.2
1276	shift_jis	0x35221fc	9	...Meryl.	..Meryl.	8	-1	False	-11.1
1283	shift_jis	0x358299c	30	Mozambique, Eritrea, and Chad.	Mocambique, Eritreia e Chade.	29	-1	False	-3.3
1294	shift_jis	0x35e38ac	19	I've been better...	Ja estive melhor..	18	-1	False	-5.3
1312	shift_jis	0x35f4898	64	So patriotism is your excuse for circumventing the Constitution?	Entao patriotismo eh sua desculpa pra contornar a Constituicao?	63	-1	False	-1.6
1324	shift_jis	0x35f4b6c	86	Publicly, the President has been very vocal in his opposition to eugenics experiments.	Publicamente, o Presidente tem sido muito vocal na oposicao a experimentos eugenicos.	85	-1	False	-1.2
1330	shift_jis	0x372abd0	9	Poor man.	Coitado.	8	-1	False	-11.1
1335	shift_jis	0x372acc8	15	I have no idea.	Nao faco ideia	14	-1	False	-6.7
1337	shift_jis	0x372ad28	6	Right.	Certo	5	-1	False	-16.7
1346	shift_jis	0x372af78	55	It's a countermeasure that ArmsTech installed secretly.	Eh uma contramedida q a ArmsTech instalou secretamente	54	-1	False	-1.8
1362	shift_jis	0x384710c	9	Snake,...	Snake,..	8	-1	False	-11.1
1364	shift_jis	0x3847178	35	We're trying to buy some more time.	Estamos tentando ganhar mais tempo	34	-1	False	-2.9
1372	shift_jis	0x38900c8	21	Yeah, my arm hurts...	Sim, meu braco doi..	20	-1	False	-4.8
1373	shift_jis	0x38900f0	14	...Poor Snake.	..Pobre Snake	13	-1	False	-7.1
1379	shift_jis	0x38ba954	29	Don't worry. It'll feel good.	Nao se preocupe. Vai ser bom	28	-1	False	-3.4
1381	shift_jis	0x38ba9c0	6	Ooooh.	Ooooh	5	-1	False	-16.7
1388	shift_jis	0x3903bb0	15	What can I say?	O posso dizer?	14	-1	False	-6.7
1390	shift_jis	0x3903bec	33	I...I'm not a very good talker...	Eu nao sou muito boa conversando	32	-1	False	-3.0
1401	shift_jis	0x3903da0	18	...by my own hand.	pelas minhas maos	17	-1	False	-5.6
1402	shift_jis	0x3903dc4	9	Big Boss.	Big Boss	8	-1	False	-11.1
1403	shift_jis	0x3903de0	33	What!? Big Boss!!? I had no idea.	Oq!? Big Boss!!? Nao fazia ideia	32	-1	False	-3.0
1406	shift_jis	0x3903e78	60	Only Snake and I know the real truth of what happened there.	So o Snake e eu sabemos a verdade real do que aconteceu la.	59	-1	False	-1.7
1408	shift_jis	0x3903eec	32	Was Big Boss really your father?	Big Boss era realmente seu pai?	31	-1	False	-3.1
1412	shift_jis	0x3903fac	4	Yup.	Sim	3	-1	False	-25.0
1415	shift_jis	0x3904038	20	That's patricide...!	Isso eh patricidio!	19	-1	False	-5.0
1417	shift_jis	0x39040bc	27	The one we share in common.	Oq compartilhamos em comum	26	-1	False	-3.7
1418	shift_jis	0x39040e8	31	Is that why you left FOX-HOUND?	Foi por isso deixou FOX-HOUND?	30	-1	False	-3.2
1424	shift_jis	0x3c4f2b0	15	...He's dead...	..Ele ta morto	14	-1	False	-6.7
1425	shift_jis	0x3c4f2f0	8	Snake...	Snake..	7	-1	False	-12.5
1428	shift_jis	0x3c4f39c	8	Friends?	Amigos?	7	-1	False	-12.5
1433	shift_jis	0x3c4f45c	13	Frank Jaeger.	Frank Jaeger	12	-1	False	-7.7
1434	shift_jis	0x3c4f494	34	Big Boss's most trusted lieutenant	Tenente mais confiavel do B. Boss	33	-1	False	-2.9
1438	shift_jis	0x3ce9ae0	6	But...	Mas..	5	-1	False	-16.7
1440	shift_jis	0x3ce9b30	31	It's true. We did. In Zanzibar.	Eh verdade. Tentamos. Zanzibar	30	-1	False	-3.2
1445	shift_jis	0x3ce9c3c	37	War is no reason to end a friendship.	Guerra nao justifica#Nacabar amizade	36	-1	False	-2.7
1469	shift_jis	0x3de1288	25	So you studied about DNA?	Entao estudou sobre DNA?	24	-1	False	-4.0
1471	shift_jis	0x3de1318	59	I thought that by analyzing a person's genetic information,	Pensei que analisando a informacao genetica de uma pessoa,	58	-1	False	-1.7
1492	shift_jis	0x3fb2890	10	Hachooh!!!	Atchim!!!	9	-1	False	-10.0
1497	shift_jis	0x3fcb8a8	11	Ooooohh....	Ooooohh...	10	-1	False	-9.1
1520	shift_jis	0x406c068	28	What the hell are you doing?	Que diabos vc esta fazendo?	27	-1	False	-3.6
1533	shift_jis	0x40aa938	28	Maybe some kind of renegade?	Talvez um tipo de renegado?	27	-1	False	-3.6
1535	shift_jis	0x40cf8a4	21	Snake, about Meryl...	Snake, sobre a Meryl	20	-1	False	-4.8
1544	shift_jis	0x411da7c	35	She joined up of her own free will.	Ela se alistou por vontade propria	34	-1	False	-2.9
1550	shift_jis	0x411dbec	33	She wasn't ready for real combat.	Ela n estava pronta combate real	32	-1	False	-3.0
1555	shift_jis	0x411dd0c	9	Master...	Mestre..	8	-1	False	-11.1
1561	shift_jis	0x4304870	54	And besides that, for all we know Meryl's okay, right?	E alem disso, pelo q sabemos a Meryl esta bem, certo?	53	-1	False	-1.9
1562	shift_jis	0x430e868	27	I'm sure Meryl's just fine.	Com certeza a Meryl ta bem	26	-1	False	-3.7
1563	shift_jis	0x4314b94	11	Mei Ling...	Mei Ling..	10	-1	False	-9.1
1564	shift_jis	0x4314bb0	39	Snake, forget about Meryl. Stop Liquid.	Snake, esqueca a Meryl. Pare o Liquid.	38	-1	False	-2.6
1567	shift_jis	0x4314c6c	9	...Snake?	..Snake?	8	-1	False	-11.1
1570	shift_jis	0x4314d00	40	There aren't many women like her around.	Nao ha muitas mulheres como ela por ai.	39	-1	False	-2.5
1571	shift_jis	0x4314d3c	29	...That's not what I meant...	Nao foi isso q eu quis dizer	28	-1	False	-3.4
1574	shift_jis	0x4314dd8	39	...This is like a police interrogation.	Isso parece um interrogatorio policial	38	-1	False	-2.6
1577	shift_jis	0x4314e60	10	The genes?	Os genes?	9	-1	False	-10.0
1580	shift_jis	0x4314ef8	96	I think Naomi said he rose as high as assistant secretary in the FBI during Edgar Hoover's time.	Acho que a Naomi disse que ele subiu ate secretario assistente no FBI na epoca do Edgar Hoover.	95	-1	False	-1.0
1585	shift_jis	0x4315050	6	Where?	Onde?	5	-1	False	-16.7
1622	shift_jis	0x45002d8	9	Yeah, so?	Sim.. e?	8	-1	False	-11.1
1626	shift_jis	0x45003c4	5	Yeah?	Sim?	4	-1	False	-20.0
1632	shift_jis	0x4500528	49	That's another thing that bothered me about it...	Essa eh outra coisa que me incomodou sobre isso.	48	-1	False	-2.0
1640	shift_jis	0x4705404	22	Snake!! Are you okay?!	Snake!! Vc esta bem?!	21	-1	False	-4.5
1648	shift_jis	0x470559c	16	....Sniper Wolf?	...Sniper Wolf?	15	-1	False	-6.2
1649	shift_jis	0x47055c0	13	Yes it's her!	Sim, eh ela!	12	-1	False	-7.7
1663	shift_jis	0x4705848	39	Don't get between a wolf and it's prey!	Nao se meta entre um lobo e sua presa!	38	-1	False	-2.6
1664	shift_jis	0x4705880	51	You're pretty good if you can hit me in this storm.	Vc eh bom se consegue me acertar nesta tempestade.	50	-1	False	-2.0
1673	shift_jis	0x4705a9c	29	Please!! Wolf!...Snake!...No!	Por favor! Wolf! Snake! Nao!	28	-1	False	-3.4
1677	shift_jis	0x4705b68	38	You can never finish what you start...	Nunca conseguem terminar oq comecam..	37	-1	False	-2.6
1704	shift_jis	0x4ca60c8	82	Snake, when you enter a narrow space, you'll automatically go into Intrusion Mode.	Snake, quando entrar num espaco estreito, automaticamente entra no Modo Intrusao.	81	-1	False	-1.2
1707	shift_jis	0x4cd2168	71	But be careful. You can't attack while you're in Intrusion Mode either.	Mas cuidado. Vc tbm nao pode atacar enquanto estiver no Modo Intrusao.	70	-1	False	-1.4
1718	shift_jis	0x4d58b8c	66	You'll see a timer in the upper right radar portion of the screen.	Vc vera um cronometro na parte superior direita do radar na tela.	65	-1	False	-1.5
1748	shift_jis	0x4f7007c	28	It looks like a cargo truck.	Parece um caminhao de carga	27	-1	False	-3.6
1752	shift_jis	0x4fa7890	125	That base must have some kind of ventilation system to recirculate the air. There should be air ducts around there somewhere.	Aquela base deve ter algum tipo de sistema de ventilacao pra recircular o ar. Deve haver dutos de ar por ali em algum lugar.	124	-1	False	-0.8
1754	shift_jis	0x4fbe17c	67	He said if we try something like that again, he'll launch the nuke!	Ele disse que se tentarmos algo assim de novo, vai lancar a bomba!	66	-1	False	-1.5
1781	latin-1	0x51d389c	135	Press up or down on the Directional Button to choose the floor. Then press the Action Button to confirm or press the  Button to cancel.	Aperte pra cima ou baixo no Botao Direcional pra escolher o andar. Entao aperte o Botao de Acao pra confirmar ou o Botao pra cancelar.	134	-1	False	-0.7
1796	shift_jis	0x52d2068	37	You better use that weapon you found!	Eh melhor usar essa arma q encontrou	36	-1	False	-2.7
1797	shift_jis	0x52d8868	40	Try to pick up an enemy's fallen weapon!	Tente pegar a arma caida de um inimigo!	39	-1	False	-2.5
1802	shift_jis	0x52e034c	7	Really?	Serio?	6	-1	False	-14.3
1806	shift_jis	0x53500e4	26	Yeah. Remember that trick?	Sim. Lembra desse truque?	25	-1	False	-3.8
1832	shift_jis	0x54e9884	90	If you get too close to Ocelot, he'll run away and shoot you from distance. So be careful.	Se chegar muito perto do Ocelot, ele vai fugir e atirar em vc a distancia. Entao cuidado.	89	-1	False	-1.1
1835	shift_jis	0x550f904	84	Stay out of the cameras' field of vision. You could also try to jam them with Chaff.	Fique fora do campo de visao das cameras. Vc tbm pode tentar bloquea-las com Chaff.	83	-1	False	-1.2
1836	shift_jis	0x552d080	104	It looks like the place is protected by infrared sensors. Somehow you'll have to make it past the beams.	Parece q o local eh protegido por sensores infravermelhos. De algum jeito vc tera q passar pelos feixes	103	-1	False	-1.0
1852	shift_jis	0x562d8e0	36	Don't worry, Colonel. Meryl is fine.	Nao se preocupe, Cel.. Meryl ta bem	35	-1	False	-2.8
1853	shift_jis	0x562d918	12	Thank God...	Ainda bem..	11	-1	False	-8.3
1861	shift_jis	0x5694878	76	If you go north from there, you should come to the Warhead Storage Building.	Se for pro norte dali, deveria chegar ao Predio de Armazenamento de Ogivas.	75	-1	False	-1.3
1872	shift_jis	0x56e2b70	45	That's the only explanation I can think of...	Essa eh a unica explicacao q consigo pensar.	44	-1	False	-2.2
1903	shift_jis	0x5888c28	108	Also, I injected you with nanomachines that contain PAM (protopan chloride), a nerve gas neutralizing agent.	Tbm, te injetei nanomaquinas que contem PAM (cloreto de protopano), um agente neutralizador de gas nervoso.	107	-1	False	-0.9
1907	shift_jis	0x590a8f8	83	Isn't he being held in the laboratory in the northeast part of the floor you're on?	Ele nao esta sendo mantido no laboratorio na parte nordeste do andar onde vc esta?	82	-1	False	-1.2
1908	shift_jis	0x59248b4	61	For the time being, let's trust what that Deepthroat told us.	Por enquanto, vamos confiar no q aquele Deepthroat nos disse	60	-1	False	-1.6
1924	shift_jis	0x59c7300	75	Psycho Mantis, Sniper Wolf, Vulcan Raven, Decoy Octopus, Revolver Ocelot...	Psycho Mantis, Sniper Wolf, Vulcan Raven, Decoy Octopus, Revolver Ocelot..	74	-1	False	-1.3
1941	shift_jis	0x5a85360	28	You're worried? About Meryl?	Vc ta preocupado com Meryl?	27	-1	False	-3.6
1943	shift_jis	0x5a8542c	83	You're a cold man. Your mission is more important than the life of your companions?	Vc eh um homem frio. Sua missao eh mais importante q a vida dos seus companheiros?	82	-1	False	-1.2
1945	shift_jis	0x5a854fc	11	Yes, but...	Sim, mas..	10	-1	False	-9.1
1957	shift_jis	0x5b7d0c4	44	I guess you're right. I'll take em in order.	Acho q vc esta certo. Vou pega-las em ordem	43	-1	False	-2.3
1960	shift_jis	0x5b971fc	15	Thank goodness!	Gracas a Deus!	14	-1	False	-6.7
1962	shift_jis	0x5b97248	16	I know. Snake...	Eu sei. Snake..	15	-1	False	-6.2
1963	shift_jis	0x5b9726c	21	She is quite a woman.	Ela eh grande mulher	20	-1	False	-4.8
1969	shift_jis	0x5b973ac	79	But what I want to know is what was the real purpose of this military exercise?	Mas oq quero saber eh qual era o verdadeiro proposito deste exercicio militar?	78	-1	False	-1.3
1970	shift_jis	0x5b9740c	61	I don't know. Like I said, I'm nothing more than a middleman.	Nao sei. Como disse, nao sou nada mais que um intermediario.	60	-1	False	-1.6
1974	shift_jis	0x5b97554	55	I just hope we can prevent it from having a bad ending.	So espero que possamos evitar que tenha um final ruim.	54	-1	False	-1.8
1984	shift_jis	0x5c848b0	19	I can't see Mantis!	Nao vejo o Mantis!	18	-1	False	-5.3
1985	shift_jis	0x5c848d4	51	Snake, he has mind powers, but he's not a magician.	Snake, ele tem poderes mentais, mas nao eh magico.	50	-1	False	-2.0
2011	shift_jis	0x5dc62dc	4	Why?	Pq?	3	-1	False	-25.0
2042	shift_jis	0x5fb3070	55	Snake!! What the hell!! Are you trying to kill Meryl!!?	Snake!! Que diabos!! Vc esta tentando matar a Meryl!!?	54	-1	False	-1.8
2045	shift_jis	0x5fc6868	24	You're terrible, Snake!!	Vc eh terrivel, Snake!!	23	-1	False	-4.2
2089	shift_jis	0x61b98a4	39	Snake, get that bomb out of your items!	Snake, tire essa bomba dos seus itens!	38	-1	False	-2.6
2123	shift_jis	0x635c958	19	It was no big deal.	N foi grande coisa	18	-1	False	-5.3
2127	shift_jis	0x639d06c	34	Then climb down and proceed north.	Entao desca e prossiga p/ o norte	33	-1	False	-2.9
2137	shift_jis	0x6407a08	42	The colonel's right. There's no other way.	O coronel esta certo. Nao ha outro jeito.	41	-1	False	-2.4
2147	shift_jis	0x64c407c	43	Snake, you're under attack from off-screen.	Snake, vc esta sob ataque de fora da tela.	42	-1	False	-2.3
2152	shift_jis	0x64f00f0	59	Damn. There's no weapon here that I can use to take him on.	Droga. Nao ha arma aqui que eu possa usar pra enfrenta-lo.	58	-1	False	-1.7
2154	shift_jis	0x6514890	120	Snake, hurry up and get those Stinger Missiles. Didn't Emmerich say they're near the entrance to the walkway in tower B?	Snake, se apresse e pegue esses Misseis Stinger. O Emmerich nao disse q estao perto da entrada da passarela na torre B?	119	-1	False	-0.8
2175	shift_jis	0x661d988	12	A mono TV...	Uma TV Mono	11	-1	False	-8.3
2177	shift_jis	0x661da08	21	I guess you're right.	Acho q vc esta certo	20	-1	False	-4.8
2180	shift_jis	0x6664934	19	I was so worried...	Eu tava preocupada	18	-1	False	-5.3
2202	shift_jis	0x676b078	73	Colonel, listen to me. I found a parachute near the wreckage of the Hind.	Coronel, me escute. Encontrei um paraquedas perto dos destrocos do Hind.	72	-1	False	-1.4
2207	shift_jis	0x67782b0	33	Either that or a message...to me.	Ou isso ou uma mensagem.. p/ mim	32	-1	False	-3.0
2211	shift_jis	0x67783c8	8	I won't.	Nao vou	7	-1	False	-12.5
2220	shift_jis	0x68371a8	111	Listen. We're not responsible for her choices. Everyone decides their own fate, no matter where they were born.	Escute. Nao somos responsaveis pelas escolhas dela. Cada um decide o proprio destino, nao importa onde nasceu.	110	-1	False	-0.9
2229	shift_jis	0x68bd074	51	Poor things. Ravens are God's creatures too, Snake.	Coitadas. Corvos tbm sao criaturas de Deus, Snake.	50	-1	False	-2.0
2243	shift_jis	0x692f060	17	Good luck, Snake.	Boa sorte, Snake	16	-1	False	-5.9
2252	shift_jis	0x696a068	28	Snake, it's all up to you...	Snake, tudo depende de vc..	27	-1	False	-3.6
2254	shift_jis	0x697485c	12	Don't die...	Nao morra..	11	-1	False	-8.3
2287	shift_jis	0x6b34230	38	Whatever, weirdo! Don't call me again!	Tanto faz, esquisito! Nao chame novo!	37	-1	False	-2.6
2305	shift_jis	0x6c120d4	41	I'm not sure...I'm getting a bad feeling.	Nao garanto..tenho um mau pressentimento	40	-1	False	-2.4
2320	shift_jis	0x6c74334	16	Cheer up, Snake.	Anime-se, Snake	15	-1	False	-6.2
2321	shift_jis	0x6c74358	76	Don't listen to what he said. It's nothing but a bluff. I'm sure about that.	Nao escute o que ele disse. Nao eh nada alem de blefe. Tenho certeza disso.	75	-1	False	-1.3
2335	shift_jis	0x6d19c40	27	Well...I'll think about it.	Bem..vou pensar sobre isso	26	-1	False	-3.7
2336	latin-1	0x6d8a0cc	97	Snake, listen to what Lao-Tze said: 'He who knows that enough is enough will always have enough.'	Snake, escute oq Lao-Tze disse: 'Quem sabe q o suficiente eh suficiente sempre tera suficiente.'	96	-1	False	-1.0
2372	shift_jis	0x70279c0	98	I don't know whether your orders are in your true nature or not. But Snake... Believe in yourself!	Nao sei se suas ordens estao na sua verdadeira natureza ou nao. Mas Snake.. Acredite em vc mesmo!	97	-1	False	-1.0
2378	shift_jis	0x70ad8ec	63	What about you, Snake? Is your honor just an empty bubble, too?	E quanto a vc, Snake? Sua honra eh apenas uma bolha vazia tbm?	62	-1	False	-1.6
2381	shift_jis	0x70c7940	77	Please hurry! You're the only one who can stop them from launching that nuke.	Por favor se apresse! Vc eh o unico q pode impedi-los de lancar aquela bomba	76	-1	False	-1.3
2403	shift_jis	0x7244228	99	Maybe so, but I think I'm starting to develop kleptomania. I just keep putting things in my pocket.	Talvez, mas acho que estou comecando a desenvolver cleptomania. So fico colocando coisas no bolso.	98	-1	False	-1.0
2407	shift_jis	0x727ba1c	104	It means I hardly know you, Snake. It wouldn't be right to start telling you all about my personal life.	Significa que mal te conheco, Snake. Nao seria certo comecar a te contar tudo sobre minha vida pessoal.	103	-1	False	-1.0
2442	shift_jis	0x7447254	82	You can't save memories even on that system of yours. Memories are fragile things.	Vc nao pode salvar memorias nem naquele sistema seu. Memorias sao coisas frageis.	81	-1	False	-1.2
2447	shift_jis	0x7447448	83	If that's true, why don't you go ahead and try to save what I'm thinking right now.	Se isso eh verdade, pq nao vai em frente e tenta salvar o que estou pensando agora	82	-1	False	-1.2
2449	shift_jis	0x7447508	54	That's right. And that's what memories are...wordless.	Isso mesmo. E eh isso que memorias sao..sem palavras.	53	-1	False	-1.9
2470	shift_jis	0x75ff180	74	The most important thing is to wait for your opportunity and then take it.	A coisa mais importante eh esperar sua oportunidade e entao aproveita-la.	73	-1	False	-1.4
2482	shift_jis	0x7717a30	104	The nuclear weapons disposal facility on Shadow Moses Island was built at the beginning of this century.	A instalacao de descarte de armas nucleares na Ilha Shadow Moses foi construida no inicio deste seculo.	103	-1	False	-1.0
2504	shift_jis	0x788daf0	29	So you know about Metal Gear?	Entao vc sabe sobre M. Gear?	28	-1	False	-3.4
2520	shift_jis	0x797a344	36	...there's no way they can launch...	..nao ha como eles poderem lancar..	35	-1	False	-2.8
2545	shift_jis	0x7b6e168	90	But after the end of the Cold War, the demand for nuclear engineers dropped precipitously.	Mas depois do fim da Guerra Fria, a demanda por engenheiros nucleares caiu drasticamente.	89	-1	False	-1.1
2550	shift_jis	0x7bb89b0	98	It means that someone is stealing nuclear materials and probably selling them on the black market.	Significa que alguem esta roubando materiais nucleares e provavelmente vendendo no mercado negro.	97	-1	False	-1.0
2569	shift_jis	0x7cea520	83	Things are not so simple anymore, and the policy of nuclear deterrence is obsolete.	As coisas nao sao mais tao simples, e a politica de dissuasao nuclear eh obsoleta.	82	-1	False	-1.2
2576	shift_jis	0x7dc51a8	55	Yes. But their detonation mechanisms have been removed.	Sim. Mas seus mecanismos de detonacao foram removidos.	54	-1	False	-1.8
2602	shift_jis	0x7f909c8	102	In order to collect data for the simulation experiments, they're doing sub-critical tests underground.	Pra coletar dados pros experimentos de simulacao eles estao fazendo testes sub-criticos subterraneos.	101	-1	False	-1.0
2615	shift_jis	0x801dc98	112	Even the government admits that the data collected from those tests is used in virtual reality simulation tests.	Ate o governo admite q os dados coletados desses testes sao usados em testes de simulacao de realidade virtual.	111	-1	False	-0.9
2619	shift_jis	0x80b2b90	37	And we all know how that story ended.	E todos sabemos como historia acabou	36	-1	False	-2.7
2624	latin-1	0x8164274	41	"TMD stands for ""Theater Missile Defense""."	"TMD significa ""Theater Missile Defense""."	40	-1	False	-2.4
2646	shift_jis	0x82e1b64	65	The expansion of NATO, along with tension caused by disagreements	A expansao da OTAN junto com tensao causada por desentendimentos	64	-1	False	-1.5
2660	shift_jis	0x83eb2ac	112	The fact is in the history of the world, no dominant power has ever willingly given up the reigns of that power.	O fato eh q na historia do mundo nenhum poder dominante jamais voluntariamente desistiu das redeas desse poder.	111	-1	False	-0.9
2718	shift_jis	0x88e99cc	128	There is a process which involves mixing the nuclear waste with low grade uranium to convert it into a mixed oxide (MOX) fuel...	Ha um processo q envolve misturar o lixo nuclear com uranio de baixo grau pra converte-lo em combustivel de oxido misto (MOX)..	127	-1	False	-0.8
2758	shift_jis	0x8c0b0e8	100	In the 20th century in order to be a military superpower you had to first be an economic superpower.	No seculo 20 pra ser uma superpotencia militar vc tinha q primeiro ser uma superpotencia economica.	99	-1	False	-1.0
2775	shift_jis	0x8cda6e4	89	I was born and raised in Prypiat Ukraine. I was 10 years old on that day...April 26 1986.	Eu nasci e cresci em Pripyat Ucrania. Eu tinha 10 anos naquele dia..26 de abril de 1986.	88	-1	False	-1.1
2780	shift_jis	0x8cda8e0	110	My parents and many others like them who helped in the cleanup died a few years later from radiation sickness.	Meus pais e muitos outros como eles q ajudaram na limpeza morreram alguns anos depois de doenca por radiacao.	109	-1	False	-0.9
2784	shift_jis	0x8e2c26c	68	This is Nastasha Romanenko. A pleasure to work with you Solid Snake.	Esta eh Nastasha Romanenko. Um prazer trabalhar com vc Solid Snake.	67	-1	False	-1.5
2791	shift_jis	0x8e2c508	62	Those terrorists are serious about launching a nuclear weapon?	Esses terroristas estao serios sobre lancar uma arma nuclear?	61	-1	False	-1.6
2815	shift_jis	0x90458bc	51	Nuclear weapons nuclear reactors hazardous waste...	Armas nucleares reatores nucleares lixo perigoso..	50	-1	False	-2.0
2826	shift_jis	0x91159a4	76	It is set so that the position of the land mines will show up on your radar.	Esta configurado pra q a posicao das minas terrestres apareca no seu radar.	75	-1	False	-1.3
2828	shift_jis	0x9159268	16	A cardboard box.	Uma caixa papel	15	-1	False	-6.2
2830	shift_jis	0x915931c	121	It was first invented in Europe over a hundred years ago. It was originally used to absorb one's sweat when wearing hats.	Foi primeiro inventada na Europa ha mais de cem anos. Foi originalmente usada pra absorver o suor quando usando chapeus.	120	-1	False	-0.8
2864	shift_jis	0x93ec968	25	Those are Claymore Mines.	Essas sao Minas Claymore	24	-1	False	-4.0
2895	shift_jis	0x960d988	117	That is a double eye-piece type. Be careful unlike the transparent shield type it will restrict your field of vision.	Esse eh do tipo lente dupla. Seja cuidadoso diferente do tipo escudo transparente vai restringir seu campo de visao.	116	-1	False	-0.9
2907	shift_jis	0x96e7874	61	Snake that is a woman's bathroom. You should not be in there!	Snake esse eh um banheiro feminino. Vc nao deveria estar ai!	60	-1	False	-1.6
2916	shift_jis	0x9714b4c	51	It sounds like PTSD post-traumatic stress disorder.	Parece TEPT transtorno de estresse pos-traumatico.	50	-1	False	-2.0
2917	shift_jis	0x9714b94	84	A lot of veterans returning from Vietnam suffered from that...in fact many still do.	Muitos veteranos voltando do Vietna sofreram disso..na verdade muitos ainda sofrem.	83	-1	False	-1.2
2973	shift_jis	0x9b24a34	77	To shoot down that Hind you will have to get to a place with good visibility.	Pra derrubar aquele Hind vc vai ter q chegar num lugar com boa visibilidade.	76	-1	False	-1.3
3008	shift_jis	0x9d28060	11	I'll drive!	Eu dirijo!	10	-1	False	-9.1
