id	offset	encoding	tamanho_bytes	texto	texto_traduzido	diferenca_bytes
2526	0x5da54	latin-1	52	It's rally wierd.#NI wonder what it could mean...?	Eh realmente estranho#NSer q isso significa algo..?	-1
2527	0x5db2d	latin-1	12	÷051 1		-12
2528	0x5db52	latin-1	56	What the hell are all these ravens#Ndoing around here?	Que diabos todos esses corvos#Nestao fazendo aqui?	-6
2529	0x5db95	shift_jis	22	Ravens? ...you got me.	Corvos? ..nao sei	-5
2530	0x5dbc8	latin-1	55	What the hell are all these crows#Ndoing around here?	Que diabos todos esses corvos#Nestao fazendo aqui?	-5
2531	0x5dc0a	shift_jis	21	Crows? ...you got me.	Corvos? ..nao sei	-4
2532	0x5de8b	shift_jis	23	I hacked into security.	Hackeei a seguranca	-4
2533	0x5dead	shift_jis	28	Snake! I'm opening the door!	Snake! Estou abrindo a porta	0
2534	0x5dfa5	latin-1	43	Is there any cold medicine on this#Nbase?	Tem algum remedio p/ gripe#Nnesta base?	-4
2535	0x5dff3	shift_jis	5	3=,(J		-5
2536	0x5dff9	latin-1	43	What's wrong, Snake?#NYou caught a cold?	O q houve, Snake?#NPegou um resfriado?	-5
2537	0x5e03d	latin-1	135	I think there's some in the#Ncommander's room. There's a#Npharmaceutical storage room in the#Nsouthwest of the 1st floor basement	Acho q tem alguns na sala do#Ncomandante. Ha um deposito de#Nmedicamentos no sudoeste do#Nandar-1 do subsolo	-27
2538	0x5e0c8	shift_jis	5	\=,(J		-5
2539	0x5e0cf	latin-1	83	...of the Warhead Storage Building.#NThere are other types of drugs there#Ntoo.	..do Predio de Armazenamento de#NOjivas. Ha outros tipos de#Nmedicamentos la tbm	-3
2540	0x5e145	shift_jis	5	G=,(J		-5
2541	0x5e14c	latin-1	62	I gave directions to another soldier#Nwho had caught a cold.	Dei direcoes p/ outro soldado#Nque havia pegado resfriado	-5
2542	0x5e195	latin-1	45	Well it looks like he gave the cold to#Nme.	Bem, parece q ele me passou#No resfriado	-5
2543	0x5e1f6	shift_jis	8	p111		-8
2544	0x5e1ff	latin-1	26	up0ùù1ó1		-26
2545	0x5e21a	latin-1	11	ü111		-11
2546	0x5e23e	shift_jis	35	Snake, haven't you found Meryl yet?	Snake, ainda nao achou a Meryl?	-4
2547	0x5e291	shift_jis	30	You still haven't found Meryl?	Ainda nao achou a Meryl?	-6
2548	0x5e2b4	latin-1	12	0ü11		-12
2549	0x5e2f8	latin-1	140	She's dressed like one of the#Nterrorists. But that's just on the#Noutside, the inside hasn't changed.#NWatch for the way she walks...	Ela ta vestida como um dos#Nterroristas. Mas isso eh so por#Nfora, por dentro nao mudou#NObserve o jeito q ela anda..	-23
2550	0x5e3b5	latin-1	126	Snake, she's dressed up like one of#Nthe terrorists. She won't be able to#Nreveal herself if other soldiers are#Naround.	Snake, ela ta disfarcada como#Num dos terroristas. Nao podera#Nse revelar se outros soldados#Nestiverem por perto	-13
2551	0x5e43e	latin-1	59	You'll have to find somewhere you can#Nbe alone with her.	Tera q achar um lugar onde#Npossa ficar sozinho com ela	0
2552	0x5e49b	shift_jis	5	k=,ｭ]		-5
2553	0x5e4a2	latin-1	98	Even dressed like that, she's all#Nwoman. You see? Isn't there#Nsomewhere only a woman can go?	Mesmo vestida assim, ela eh toda#Nmulher. Entende? Nao ha algum#Nlugar onde so mulheres vao?	-6
2554	0x5e53a	latin-1	10	óú1 1		-10
2555	0x5e567	latin-1	147	Snake, the Warhead Storage Building#Nthat you're in has one floor above#Nground and two floors below ground.#NWhy don't you search there too?	Snake, o Predio de Armazenamento#Nde Ojivas onde vc ta tem um#Nandar acima e dois abaixo do solo#NPq nao procura la tbm?	-27
2556	0x5e610	shift_jis	5	`=,ｭ]		-5
2557	0x5e617	latin-1	87	She said she was nearby, so she may#Nbe somewhere in the Warhead#NStorage Building.	Ela disse q tava perto, entao#Npode estar em algum lugar no#NPredio de Armazenamento	-1
2558	0x5e684	shift_jis	8	|111		-8
2559	0x5e6b7	latin-1	125	Thank God Meryl's okay. She's a#Ntough one all right. Although when#Nyou look at her, it's hard to imagine#Nhow tough.	Gracas a Deus a Meryl ta bem#NEla eh durona mesmo. Embora quando#Nvc olha p/ ela, eh dificil#Nimaginar o quanto	-14
2560	0x5e73f	shift_jis	20	It must be the walk.	Deve ser jeito andar	0
2561	0x5e75e	shift_jis	38	Ha ha ha. Anyway, I'm glad she's okay.	Ha ha ha Enfim, fico feliz esteja bem	-1
2562	0x5e78f	latin-1	90	I also got a key from her. I think #NI can use it to stop them from launching#Na nuke.	tbm peguei uma chave com ela#NAcho q posso usar p/ impedir#No lancamento da bomba	-9
2563	0x5e815	shift_jis	5	r=,ｭ]		-5
2564	0x5e81c	latin-1	105	Get to Metal Gear's underground#Nmaintenance base. That's where#Nthe detonation code input system is.	Va p/ a base subterranea do#NMetal Gear. Eh la q fica o#Nsistema de codigo de detonacao	-18
2565	0x5e8cb	latin-1	77	Someone else must be controlling#NMeryl.#NDo something, Snake...save her.	Alguem deve estar controlando#Na Meryl#NFaca algo, Snake..salve-a	-12
2566	0x5e91c	shift_jis	5	"D!ﾊ""r"		-5
2567	0x5e922	latin-1	60	What am I supposed to do?#NI don't even know where he is.	O q devo fazer?#NEu nem sei onde ele esta	-19
2568	0x5e969	latin-1	57	He's probably somewhere close by.#NHe's just invisible.	Provavelmente ta perto#NApenas invisivel	-17
2569	0x5e9bc	latin-1	51	Stealth camouflage. #NA technology I developed...	Camuflagem furtiva#NUma tecnologia q desenvolvi	-4
2570	0x5ea10	latin-1	124	Stealth camouflage works by bending#Nthe light around the user in such a#Nway that they're rendered nearly#Ninvisible.	A camuflagem furtiva funciona#Ncurvando a luz ao redor do usuario#Nde forma q ficam quase#Ninvisiveis	-23
2571	0x5ea90	shift_jis	5	F=,ｭ]		-5
2572	0x5ea97	latin-1	61	But if you had Thermal Goggles, #Nyou'd be able to see him.	Mas se vc tivesse Oculos#NTermicos, poderia ve-lo	-12
2573	0x5eaeb	latin-1	101	Anyway, you can't see him with your#Nnaked eyes, but there must be some#Nway to make him show up.	Enfim, nao da p/ ve-lo a olho#Nnu, mas deve haver alguma forma#Nde faze-lo aparecer	-18
2574	0x5eb76	shift_jis	5	_=,ｭ]		-5
2575	0x5eb7d	latin-1	86	Snake, someone is just controlling#NMeryl's mind. You should be able to#Nsave her.	Snake, alguem ta controlando#Na mente da Meryl. vc deveria#Nconseguir salva-la	-8
2576	0x5ec03	shift_jis	9	ﾌ1 11		-9
2577	0x5ec84	shift_jis	7	ﾌ1 1		-7
2578	0x5ed85	shift_jis	38	Please, Snake. You've got to save her.	Por favor, Snake. vc tem q salva-la	-3
2579	0x5edfd	latin-1	77	A psychic soldier...what a waste.#NI guess fighting was all he ever knew...	Um soldado psiquico.. q desperdicio#NAcho q lutar era tudo q sabia..	-9
2580	0x5ee55	shift_jis	30	Are you feeling sorry for him?	Esta sentindo pena dele?	-6
2581	0x5ee77	shift_jis	5	y=,ｭ]		-5
2582	0x5ee7e	latin-1	112	Mantis had incredible power...fantastic#Npower. Maybe that power could have#Nbeen used to make people happy.	Mantis tinha poder incrivel.#Nfantastico. Talvez esse poder pudesse#Nter sido usado deixar pessoas felizes	-6
2583	0x5eef9	latin-1	75	...It's a sad thing when you see all that#Npower being used just for war.	..Eh triste ver todo esse poder#Nsendo usado apenas p/ guerra	-14
2584	0x5ef86	latin-1	70	Snake, Metal Gear is in an#Nunderground base to the north.#NHurry!	Snake, o Metal Gear ta numa#Nbase subterranea ao norte#NRapido!	-7
2585	0x5efd7	shift_jis	7	Gｻ1 1		-7
2586	0x5eff7	latin-1	59	You should use your Night-Vision#NGoggles in dark places.	Vc deveria usar o Oculos de#NV. Noturna em lugares escuros	0
2587	0x5f05c	latin-1	98	If you want Night-Vision Goggles,#Nthere's a pair in the lab at the#NWarhead Storage Building.	Se quiser Oculos de Visao Noturna#Ntem um no laboratorio do#NPredio de Armazenamento de Ojivas	-1
2588	0x5f11d	latin-1	67	Otacon, have you ever seen a sniper#Nrifle anywhere on this base?	Otacon, ja viu algum rifle#Nem algum lugar desta base?	-13
2589	0x5f16b	shift_jis	15	A sniper rifle?	Um rifle?	-6
2590	0x5f185	latin-1	51	Meryl's been shot...by an extremely#Ngood sniper.	Meryl foi baleada por um#NSniper extremamente bom	0
2591	0x5f1c2	shift_jis	10	Sniper...	Sniper..	-2
2592	0x5f1d7	latin-1	64	A high quality sniper rifle is the only#Nway I can fight back.	Um rifle de alta qualidade#Neh unica forma revidar	-15
2593	0x5f21b	shift_jis	5	\=,徘		-5
2594	0x5f222	latin-1	83	I...I saw a PSG-1 in the armory in#Nthe 2nd floor basement of the Tank#NHangar.	Eu.. vi um PSG-1 no arsenal no#Nsubsolo-2 do Hangar de Tanques	-21
2595	0x5f280	latin-1	85	The 2nd floor basement of the Tank#NHangar? I have to go all the way back#Nthere?	O subsolo-2 do Hangar de Tanques?#NTenho q voltar ate la?	-28
2596	0x5f2e0	shift_jis	14	Well...yeah...	Bem.. sim..	-3
2597	0x5f2f9	shift_jis	30	What's wrong with you, Otacon?	O ha errado vc, Otacon?	-7
2598	0x5f321	shift_jis	14	Oh...nothing.	Ah.. nada	-5
2599	0x5f366	shift_jis	38	Otacon, where is there a sniper rifle?	Otacon, onde tem um rifle?	-12
2600	0x5f390	shift_jis	5	]=,徘		-5
2601	0x5f396	latin-1	85	There's a PSG-1 in the armory in the#N2nd floor basement of the Tank#NHangar....	Ha um PSG-1 no arsenal no#Nsubsolo-2 do Hangar de Tanques..	-26
2602	0x5f432	shift_jis	11	What is it?	O q eh?	-4
2603	0x5f441	shift_jis	5	&=,徘		-5
2604	0x5f448	shift_jis	29	Wolf...I...just....forget it.	Wolf.. eu.. so.. esqueca	-5
2605	0x5f4ef	shift_jis	8	ｮ111		-8
2606	0x5f4f8	latin-1	11	K F0		-11
2607	0x5f504	shift_jis	7	Jｻ1 1		-7
2608	0x5f554	latin-1	112	Snake, it's dark inside the#NCommunication Towers.#NYou should use your Night-#NVision or Thermal Goggles.	Snake, ta escuro dentro das#NTorres de Comunicacao#NDeveria usar seus Oculos de#NVisao Noturna ou Termicos	-6
2609	0x5f5ee	latin-1	75	If you want Thermal Goggles, there's#Na pair on the same floor as my lab.	Se quiser Oculos Termicos, ha um#Npar no mesmo andar do meu lab	-12
2610	0x5f665	latin-1	54	There's a pair of Night-Vision Goggles#Nnear my lab.	Ha um  Oculos de Visao#NNoturna perto do meu lab	0
2611	0x5f6c7	latin-1	86	Be careful. There are always a lot of#Nsoldiers guarding the Communication#NTower.	Cuidado. Sempre ha muitos soldados#Nguardando a Torre de Comunicacao	-18
2612	0x5f724	latin-1	12	0ý11		-12
2613	0x5f748	latin-1	80	The walkway is directly between#Nthe Communications Towers.#NHead for there.	A passarela fica bem entre as#NTorres de Comunicacao#NVa p/ la	-18
2614	0x5fc77	latin-1	73	Snake, there's a walkway up on the#Nroof, too. You should use that one.	Snake, ha uma passarela no teto#Ntbm. Deveria usar essa	-18
2615	0x5fcc5	latin-1	12	zu0B		-12
2616	0x5fcef	latin-1	10	Fþ1 1		-10
2617	0x5fd05	shift_jis	11	Fﾟ1 111		-11
2618	0x5fd1d	shift_jis	6	ｶ1 1		-6
2619	0x5fd35	shift_jis	5	7=,(J		-5
2620	0x5fd3b	latin-1	47	So you figured out what I had in mind,#Nhuh?	Entao descobriu o q eu tinha#Nem mente, ne?	-4
2621	0x5fd92	shift_jis	35	I can't believe it actually worked.	Nao acredito q funcionou mesmo	-5
2622	0x5fe01	shift_jis	5	-=,(J		-5
2623	0x5fe07	shift_jis	37	It looks like you escaped. I'm glad.	Parece q escapou. Fico feliz	-9
2624	0x5fe5e	shift_jis	17	No thanks to you.	Sem sua ajuda	-4
2625	0x5fe97	shift_jis	5	L=,(J		-5
2626	0x5fe9e	latin-1	67	Too bad. I thought you'd be able to#Nfigure out what my plan was.	Que pena. Achei q conseguiria#Ndescobrir qual era meu plano	-8
2627	0x5ff13	latin-1	75	What are you talking about? I was just#Nlucky that security was careless.	Do q ta falando? So tive sorte#Nque a seguranca foi descuidada	-13
2628	0x5ff68	latin-1	5	T!Ê÷;		-5
2629	0x60004	shift_jis	5	w=,ｭ]		-5
2630	0x6000b	latin-1	110	If you're looking for your items, they're#Nnear where you were being tortured.#NWhy don't you go get them?	Se ta procurando seus itens, estao#Nperto de onde foi torturado#NPq nao vai pega-los?	-25
2631	0x60087	latin-1	9	ý111		-9
2632	0x600a2	shift_jis	5	C!ﾊ6ｴ		-5
2633	0x600a8	latin-1	59	If you knew that, why didn't you just#Nbring them to me?	Se sabia disso, pq nao os#Ntrouxe p/ mim?	-18
2634	0x600ee	shift_jis	20	The guard was scary.	O guarda dava medo	3
2635	0x60146	latin-1	121	If you go straight down the#Nunderground passageway north of#Nthe Cave, you'll arrive at the#NCommunication Towers.	Se for direto pela passagem#Nsubterranea ao norte da Caverna#Nchegara as Torres de Comunicacao	-27
2636	0x601c3	shift_jis	5	|=,ｭ]		-5
2637	0x601ca	latin-1	115	You should be able to go over the#Nglacier by using the Communication#NTowers' walkway.#NHead for the towers.	Deveria conseguir atravessar a#Ngeleira usando a passarela das#NTorres de Comunicacao#NVa p/ as torres	-13
2638	0x60268	shift_jis	7	Jｼ1 1		-7
2639	0x6029b	shift_jis	27	Otacon, I'm up on the roof.	Otacon, estou no teto	-6
2640	0x602c1	shift_jis	29	That was a pretty fast climb.	Foi uma subida bem rapida	-4
2641	0x602e9	latin-1	69	I wanted to go slowly. But someone#Nthere forced me to move faster.	Queria ir devagar. Mas alguem#Nla me forcou a ir mais rapido	-9
2642	0x60339	latin-1	64	Hmm. Well you can relax cause#Nthere's an elevator in Tower B.	Hmm. Bem, pode relaxar pq#Nha um elevador na Torre B	-12
2643	0x603a2	shift_jis	38	That walkway will take you to Tower B.	Essa passarela te leva a Torre B	-6
2644	0x603e5	latin-1	48	Snake, the walkway is on the roof of#NTower A.	Snake, a passarela fica no teto#Nda Torre A	-5
2645	0x60429	shift_jis	8	ｲ111		-8
2646	0x6045d	latin-1	63	Snake, are you going to take on#Na Hind with your bare hands?	Snake, vai enfrentar um Hind#Ncom as maos nuas?	-16
2647	0x604a0	latin-1	5	]!Ê÷;		-5
2648	0x604a7	latin-1	84	I'm not that big a fool. Isn't there#Na weapon I can use against him#Nsomewhere?	Nao sou tao idiota assim. Nao ha#Numa arma p/ usar contra#Nele em algum lugar?	-1
2649	0x60524	latin-1	120	There are Stinger missiles in#NCommunications Tower B. I'm pretty#Nsure they're near the entrance to the#Nwalkway.	Ha misseis Stinger na Torre de#NComunicacao B. Tenho certeza q#Nestao perto da entrada da#Npassarela	-20
2650	0x605a0	shift_jis	5	]=,ｭ]		-5
2651	0x605a7	latin-1	84	If you had a rope, you could probably#Nget them by dropping down from#Nthe roof.	Se tivesse uma corda, provavelmente#Nconseguiria pega-los descendo#Ndo teto	-9
2652	0x60635	latin-1	47	I saw a rope on the bottom floor of#NTower A.	Vi uma corda no andar terreo#Nda Torre A	-7
2653	0x60678	shift_jis	8	ｳ111		-8
2654	0x606ac	latin-1	48	Wow, Snake. You're like an action#Nmovie star!	Uau Snake vc eh como um#Nator de filmes de acao	-1
2655	0x606e7	shift_jis	18	Totally different.	Nada haver	2
2656	0x60713	latin-1	84	This is real. Not some prearranged#Nstunt. If I screw up, there are no#Nretakes.	Isso eh real. Nao acrobacia#Nplanejada. Se errar, nao ha#Nnovas tentativas	-10
2657	0x60772	shift_jis	28	Yeah...I guess you're right.	Eh.. acho q vc ta certo	-5
2658	0x607bb	latin-1	146	Snake, there are some places on the#Nwall where steam from the heating#Nsystem is spurting out. So be careful,#Nit'll give you a nasty burn.	Snake, ha alguns lugares na parede#Nonde vapor do sistema de aquecimento#Nesta saindo. Cuidado, pode causar#Nqueimaduras feias	-20
2659	0x60861	shift_jis	8	ｷ111		-8
2660	0x60895	latin-1	80	The Stinger missiles are in a small#Nroom near the entrance to the#Nwalkway.	Os misseis Stinger estao numa#Nsala pequena perto da entrada#Nda passarela	-6
2661	0x60940	shift_jis	28	Snake, I'm heading your way.	Snake, estou indo ai	-8
2662	0x6098d	shift_jis	40	There's something I've got to ask you...	Ha algo q preciso te perguntar..	-8
2663	0x609c0	shift_jis	16	Well what is it?	Bem, o q eh?	-4
2664	0x609db	latin-1	61	Hmm...well ya see...I...I'll ask you when#NI see you...bye.	Hmm.. bem, veja.. eu.. vou#Nperguntar quando te ver.. tchau	-2
2665	0x60a22	shift_jis	15	Wait a minute!	Espere ai!	-5
2666	0x60b91	latin-1	51	Snake, I'm coming out there.#NJust hold on, okay?	Snake, estou saindo dai#NApenas aguente ok?	-8
2667	0x60c0e	shift_jis	36	You're gonna go after that Hind now?	Vai atras desse Hind agora?	-9
2668	0x60c4d	latin-1	105	I can still hear the sound of its rotors.#NIt's just circling the tower. He must be#Nwaiting for you.	Ainda posso ouvir o som dos rotores#NEsta so circulando a torre. Deve#Nestar te esperando	-16
2669	0x60cc1	latin-1	48	Yeah, well you won't hear it for much#Nlonger.	Eh, bem, nao vai ouvir por muito#Nmais tempo	-4
2670	0x60cfc	latin-1	75	...Good. In the meantime, I'll fix the#Nelevator so you can use it later.	..Bom. Enquanto isso, vou consertar#No elevador p/ usar depois	-13
2671	0x60d74	latin-1	104	I'll repair the elevator while you're#Nfighting that Hind. It might take some#Ntime, so don't hurry.	Vou reparar o elevador enquanto#Nluta contra o Hind. Pode demorar#Nentao nao se apresse	-17
2672	0x60df0	shift_jis	8	ｾ111		-8
2673	0x60e24	shift_jis	21	Snake, are you okay!?	Snake, vc ta bem!?	-3
2674	0x60e44	shift_jis	26	So far. How are you doing?	ate agora. Como vc esta?	-2
2675	0x60e69	latin-1	145	Sorry. The elevator's not working yet.#NIt's strange. There's no problem with#Nthe motor and the power is on. I need#Na little more time...	Desculpe. O elevador ainda nao#Nfunciona. Eh estranho. Nao ha problema#Ncom o motor e a energia ta ligada#NPreciso de mais tempo..	-15
2676	0x60fa3	shift_jis	8	ﾂ111		-8
2677	0x60fd0	shift_jis	5	ｰ=,ｭ]		-5
2678	0x60fd7	latin-1	167	I don't know why, but the elevator just#Nstarted working again. If you take it all#Nthe way to the bottom of Tower B and#Ngo outside, you'll be in the Snowfield.	Nao sei pq, mas o elevador#Nvoltou a funcionar. Se descer ate#No fundo da Torre B e sair, estara#Nno Campo de Neve	-53
2679	0x6108e	shift_jis	5	a=,ｭ]		-5
2680	0x61095	latin-1	88	The entrance to the underground#Nmaintenance base is in the north of#Nthe Snowfield.	A entrada da base subterranea#Nde manutencao fica ao norte#Ndo Campo de Neve	-12
2681	0x610f2	shift_jis	12	0g11		-12
2682	0x61259	shift_jis	8	ﾃ111		-8
2683	0x6126e	shift_jis	7	Jｿ1 1		-7
2684	0x612a1	latin-1	46	Otacon, I can't see them!#NWhat should I do?	Otacon, nao consigo ve-los!#NO q devo fazer?	-2
2685	0x612da	latin-1	112	Hmmm...Stealth camouflage works by#Nbending the light around an object.#NThat's how it makes them invisible.	Hmmm.. camuflagem furtiva funciona#Ncurvando a luz ao redor do objeto#Ne assim q os torna invisiveis	-12
2686	0x61355	latin-1	48	But it doesn't have the ability to mask#Nheat.	Mas nao consegue mascarar#No calor	-14
2687	0x61399	latin-1	9	þ111		-9
2688	0x613bb	latin-1	83	Use your Thermal Goggles, Snake.#NYou'll be able to see their heat#Nsignatures!	Use seus Oculos Termicos, Snake#NVai conseguir ver suas assinaturas#Nde calor!	-5
2689	0x6144a	latin-1	128	Huh? You don't have any Thermal#NGoggles? Well with your eyesight,#Nyou might be able to spot em if you#Nlook really hard.	Ha? Nao tem Oculos Termicos?#NBem, com sua visao, talvez#Nconsiga ve-los se olhar bem#Nconcentrado	-30
2690	0x61780	shift_jis	8	ﾅ111		-8
2691	0x617a1	latin-1	51	Otacon, which direction is#Nthe underground base?	Otacon, em q direcao fica#Na base subterranea?	-5
2692	0x617df	latin-1	79	It's in the snowfield to the north of#NTower B. The door is security level 6.	Fica no campo de neve ao norte da#NTorre B. A porta eh nivel de seguranca 6	-4
2693	0x61863	latin-1	67	The weather is terrible. Make sure#Nyou don't get lost out there.	O tempo ta terrivel. Certifique-se#Nde nao se perder por ai	-8
2694	0x618b1	latin-1	130	Snake, I don't have to tell you, but it's#Nbitter cold out there. It'd be#Ndangerous to stay out in the Snowfield#Ntoo long.	Snake, nao preciso te dizer, mas esta#Num frio cortante la fora. Seria#Nperigoso ficar muito tempo no#NCampo de Neve	-14
2695	0x61957	shift_jis	8	ﾆ111		-8
2696	0x6198b	latin-1	47	Otacon, where can I find ammo for#Nthe PSG-1?	Otacon, onde posso achar municao#Nde PSG-1?	0
2697	0x619c4	shift_jis	22	I...I can't tell you.	Eu nao posso te dizer	-1
2698	0x619df	shift_jis	12	0ｯ11		-12
2699	0x61a25	shift_jis	8	ﾌ111		-8
2700	0x61a62	shift_jis	8	ﾎ111		-8
2701	0x61a77	latin-1	7	Jû1 1		-7
2702	0x61a7f	latin-1	14	çâ0£		-14
2703	0x61a8e	shift_jis	9	｣111		-9
2704	0x61ac3	latin-1	143	The elevator is stopped at a lower#Nfloor and it won't come up. Is there#Nsome way to get to an elevator that#Nwill take me down further?	O elevador ta p/do num andar#Nmais baixo e nao sobe. Ha alguma#Nforma de chegar a um elevador#Nque me leve mais p/ baixo?	-22
2705	0x61b5d	shift_jis	27	Well...there is one, but...	Bem.. ha um, mas..	-9
2706	0x61b94	latin-1	48	Can you see to the west of the blast#Nfurnace?	Consegue ver a oeste do#Nalto-forno?	-12
2707	0x61bc8	shift_jis	5	d=,ｭ]		-5
2708	0x61bcf	latin-1	91	You see that crane? I think if you go#Ndown those steps, you'll get to#Nthe other side.	Ve aquele guindaste? Acho q se#Ndescer aqueles degraus, chegara#Ndo outro lado	-13
2709	0x61c35	latin-1	50	Did you ever see anyone actually go#Ndown there?	Ja viu alguem realmente descer#Nla embaixo?	-7
2710	0x61c72	shift_jis	32	No, but I've seen mice go there.	Nao, mas vi ratos irem la	-7
2711	0x61c96	shift_jis	5	'!ﾊｮ#		-5
2712	0x61c9c	shift_jis	31	Do I look like a mouse to you?	Pareco um rato p/ vc?	-10
2713	0x61cc6	shift_jis	30	Be careful of that crane, too.	Cuidado com o guindaste tbm	-3
2714	0x61d0a	shift_jis	5	g=,ｭ]		-5
2715	0x61d11	latin-1	94	If you stick close to those steps,#NI think you can make it to the other#Nside...probably.	Se ficar perto daqueles degraus#Nacho q consegue chegar do#Noutro lado.. provavelmente	-8
2716	0x61d8e	latin-1	128	There's a cargo elevator in the#Nnortheast part of the bottom floor.#NYou can take that to Metal Gear's#Nunderground base.	Ha um elevador de carga na parte#Nnoroeste do andar inferior. Pode#Npega-lo p/ a base subterranea#Ndo Metal Gear	-16
2717	0x61e19	latin-1	73	You'll spot it right away. It's got a#Nbig patrol light attached to it.	Vai ve-lo logo. Tem uma grande#Nluz de patrulha ligada a ele	-13
2718	0x61e6e	shift_jis	7	K1 1		-7
2719	0x620a0	shift_jis	29	...I'll be watching, Snake...	..Estarei observando, Snake..	0
2720	0x620d3	shift_jis	8	ﾏ111		-8
2721	0x620f4	latin-1	73	Snake, there's nowhere to hide in that#Nelevator. You'll have to fight!	Snake, nao ha onde se esconder#Nnesse elevador. Tera q lutar!	-12
2722	0x6214f	shift_jis	8	ﾓ111		-8
2723	0x627d4	shift_jis	8	ﾛ111		-8
2724	0x627ee	shift_jis	5	}=,ｭ]		-5
2725	0x627f5	latin-1	116	That room is still under construction#Nbecause their main priority was to#Nfinish Metal Gear's underground base.	Essa sala ainda ta em construcao#Npq a prioridade deles era#Nterminar a base subterranea do Metal Gear	-14
2726	0x6286d	shift_jis	5	b=,ｭ]		-5
2727	0x62874	latin-1	89	But the good thing is, with all those#Ncontainers, it should be easy to hide,#Nright?	Mas o bom eh que, com todos esses#Nconteineres, deve ser facil se#Nesconder, certo?	-6
2728	0x628df	shift_jis	8	ﾝ111		-8
2729	0x628f4	latin-1	13	K[1 é11		-13
2730	0x62e26	shift_jis	5	S=,ｭ]		-5
2731	0x62e2d	latin-1	74	I don't know anything about Dr. Naomi,#Nso there's not much I can say...	Nao sei nada sobre a Dra. Naomi#Nentao nao ha muito q possa dizer..	-7
2732	0x62ea0	latin-1	132	But, Snake, I think you'd better leave#Nthat to Colonel Campbell. Don't you#Nthink you'd better just get to the#NControl Room.	Mas, Snake, acho melhor deixar#Nisso com o Cel. Campbell. Nao#Nacha melhor apenas ir p/ a#NSala de Controle?	-24
2733	0x62f38	shift_jis	8	ﾟ111		-8
2734	0x62f4d	shift_jis	7	K\1 1		-7
2735	0x630be	latin-1	10	K]1 1		-10
2736	0x630c9	shift_jis	9	K^1 11		-9
2737	0x630e4	shift_jis	5	C=,ｭ]		-5
2738	0x630eb	latin-1	58	That's where the emergency PAL#Ncode override system is.	La onde fica o sistema#Nde sobrescrita PAL de emergencia	-2
2739	0x63129	shift_jis	5	G=,ｭ]		-5
2740	0x63130	latin-1	62	The Control Room is on the 3rd floor#Nof the base you're in.	A Sala de Controle fica no andar-3#Nda base onde vc esta	-6
2741	0x63179	latin-1	45	Do you see that ladder next to#NMetal Gear?	Ve aquela escada ao lado#Ndo Metal Gear?	-5
2742	0x631b1	shift_jis	23	You can climb up there.	Pode subir por ali	-5
2743	0x6325a	shift_jis	23	Otacon. How's it going?	Otacon. Como ta indo?	-2
2744	0x6327c	shift_jis	36	Not yet. Give me a little more time.	Ainda nao. Me de mais um tempo	-6
2745	0x632b6	latin-1	8	á111		-8
2746	0x6440c	shift_jis	11	Got it yet?	Conseguiu?	-1
2747	0x64422	latin-1	45	Please, Snake, give me a little more#Ntime.	Por favor Snake me de mais#Ntempo	0
2748	0x64465	latin-1	8	ã111		-8
2749	0x64486	latin-1	55	How about it? Did you find#Nthe override system file?	E ai? Encontrou o arquivo do#Nsistema de sobrescrita?	-2
2750	0x644c8	shift_jis	35	Not yet. I need a little more time.	Ainda nao. Preciso de mais tempo	-3
2751	0x64515	latin-1	69	Well, I found lots of information about#Nthat new nuclear weapon...	Bem, achei muitas informacoes sobre#Nessa nova arma nuclear..	-8
2752	0x6455e	shift_jis	5	o=,ｭ]		-5
2753	0x64565	latin-1	102	There are 4 stages involved in#Nlaunching a ballistic missile. #NThe first one is the Boost Stage.	Ha 4 estagios envolvidos no#Nlancamento de um missil balistico#NO primeiro eh o Estagio de Impulso	-4
2754	0x645d6	latin-1	149	It starts at the point the missile is#Nlaunched and ends after all the rocket#Nfuel is burned and the missile is#Npropelled into the exosphere.	Comeca no ponto q o missil eh#Nlancado e termina apos todo o#Ncombustivel ser queimado e o missil#Nser impulsionado p/ a exosfera	-20
2755	0x64676	latin-1	135	The next stage is the Post-Boost#NStage. It starts after all the fuel is#Nburned and ends after the re-entry#Nvehicle is ejected.	O proximo estagio eh o Pos-Impulso#NComeca apos todo combustivel ser#Nqueimado e termina apos o veiculo#Nde reentrada ser ejetado	-6
2756	0x64708	latin-1	150	Next is the Intermediate Course#NStage. It takes place after the#Nre-entry vehicle is ejected and lasts#Nuntil the missile enters the exosphere.	Seguinte eh o Estagio de Curso#NIntermediario. Ocorre apos o veiculo#Nde reentrada ser ejetado e dura#Nate o missil entrar na exosfera	-16
2757	0x647a2	shift_jis	5	ｧ=,ｭ]		-5
2758	0x647a9	latin-1	158	Then comes the Final Stage. It starts#Nwhen the re-entry vehicle enters the#Nexosphere and it lasts until it reaches#Nits ultimate target on the ground.	Entao vem o Estagio Final. Comeca#Nquando o veiculo de reentrada entra#Nna exosfera e dura ate alcancar#Nseu alvo final no solo	-31
2759	0x64852	latin-1	128	Missile defense systems use military#Nsatellites to detect rocket emissions#Nduring the initial Boost Stage of#Na missile.	Sistemas de anti-misseis usam#Nsatelites militares p/ detectar#Nemissoes de foguete durante o#NEstagio de Impulso inicial	-2
