offset	texto	tamanho_bytes	encoding	texto_traduzido
0x67808	You told me that already.	25	shift_jis	Você já me disse isso.
0x6782c	But the interior is a different story.	38	shift_jis	Mas o interior é outra história.
0x6785d	I get it...first I destroy the radome.#NThat will force him to open up#Nthe pilot's seat.	93	latin-1	Entendi... primeiro destruo o radome.#NIsso vai forçá-lo a abrir#No assento do piloto.
0x678c5	Right. If you can shoot a Stinger#Nmissile into the cockpit, you'll destroy#Nthe computer control system.	109	latin-1	Certo. Se conseguir atirar um míssil#NStinger no cockpit, destruirá o#Nsistema de controle do computador.
0x6793d	You intentionally designed it with#Na weak point?	51	latin-1	Você intencionalmente projetou com#Num ponto fraco?
0x67974	･=,(J	5	shift_jis	･=,(J
0x6797a	It's not a weak point. I like to think of#Nit as a character flaw. People just#Naren't complete without some type of#Ncharacter flaw, don't you think?	157	latin-1	Não é um ponto fraco. Gosto de pensar#Nnisso como uma falha de caráter.#NPessoas não são completas sem algum#Ntipo de falha de caráter, não acha?
0x67a1b	+!ﾊr(	5	shift_jis	+!ﾊr(
0x67a21	I guess so. I owe you one, Otacon.	35	shift_jis	Acho que sim. Te devo uma, Otacon.
0x67a61	I saw it in President Baker's top#Nsecret files. Rex has a free electron#Nlaser mounted on its belly.	105	latin-1	Vi nos arquivos ultra-secretos do#NPresidente Baker. Rex tem um laser#Nde elétron livre montado na barriga.
0x67ad5	It's a laser weapon that discharges#Na laser beam into an electron beam#Nthat's been accelerated using giant#Nmagnets.	124	latin-1	É uma arma laser que descarrega#Num feixe laser num feixe de elétrons#Nque foi acelerado usando ímãs#Ngigantes.
0x67b5c	It can generate an incredible#Namount of energy...pretty close to 100#Nmegawatts. That's ten times greater#Nthan any other laser out there.	145	latin-1	Pode gerar uma quantidade incrível#Nde energia... perto de 100 megawatts.#NIsso é dez vezes maior que qualquer#Noutro laser por aí.
0x67c42	First use a Stinger missile to destroy#Nthe radome and disable its electronics.	81	latin-1	Primeiro use um míssil Stinger para#Ndestruir o radome e desabilitar a eletrônica.
0x68032	If Rex steps on you, it'll be all over.#NBe very careful when he gets close.	78	latin-1	Se Rex pisar em você, será o fim.#NTenha muito cuidado quando ele se aproximar.
0x680a9	Rex is equipped with anti-tank#Nmissiles on both of his knees.#NThey're a laser semi-active homing#Ntype that doesn't use wires.	134	latin-1	Rex está equipado com mísseis#Nanti-tanque em ambos os joelhos.#NSão do tipo guiado semi-ativo a laser#Nque não usa fios.
0x6813a	The shooter uses a laser illuminator to#Nbounce a laser beam off the target.	78	latin-1	O atirador usa um iluminador laser#Npara rebater um feixe laser no alvo.
0x68193	After that, the missile uses the light#Nreflected off the target to home in#Non it.	87	latin-1	Depois disso, o míssil usa a luz#Nrefletida do alvo para se guiar#Naté ele.
0x681f5	Fortunately, the missiles are tipped#Nwith HEAT rounds and not anti-#Npersonnel warheads. But if they hit#Nyou directly, you'll be sorry. Be careful.	155	latin-1	Felizmente, os mísseis têm pontas#NHEAT e não ogivas anti-pessoal.#NMas se te acertarem diretamente,#Nvai se arrepender. Cuidado.
0x682b9	The rail gun uses magnetism to fire#Nprojectiles.	51	latin-1	O rail gun usa magnetismo para#Ndisparar projéteis.
0x682f0	･=,ｭ]	5	shift_jis	･=,ｭ]
0x682f7	By perfecting the process of shell#Nacceleration, the railgun is able to fire#Na projectile with a muzzle velocity of#Nover 100 kilometers per second.	156	latin-1	Ao aperfeiçoar o processo de#Naceleração de projéteis, o railgun#Nconsegue disparar um projétil com#Nvelocidade de saída de mais de 100 km/s.
0x6839e	It was originally going to be used, #Nas part of SDI, to shoot down enemy#NICBMs outside the atmosphere.	108	latin-1	Originalmente seria usado, como#Nparte da SDI, para derrubar ICBMs#Ninimigos fora da atmosfera.
0x68415	It's ironic that now it's going to be#Nused to deliver a nuclear warhead...	77	latin-1	É irônico que agora será usado#Npara entregar uma ogiva nuclear...
0x6848b	Rex is the first actual prototype#Nmodel, but they've been doing #Nvirtual prototyping for a while now.	107	latin-1	Rex é o primeiro modelo protótipo#Nreal, mas eles têm feito prototipagem#Nvirtual há um tempo.
0x68501	They pop it into a VR simulation while#Nit's still in the design phase.	73	latin-1	Colocam numa simulação VR enquanto#Nainda está na fase de design.
0x68555	That way they can make#Nimprovements to the design while#Ntesting it under all sorts of simulated#Nconditions.	116	latin-1	Assim podem fazer melhorias no#Ndesign enquanto testam sob todos#Nos tipos de condições simuladas.
0x685d4	So even though it's a prototype, #Nit's extremely well-designed. #NBe careful!	82	latin-1	Então mesmo sendo um protótipo,#Né extremamente bem projetado.#NCuidado!
0x69688	Snake, I don't know anything about#Nfighting. But, you've got to beat#NLiquid!	82	latin-1	Snake, não sei nada sobre lutar.#NMas você tem que vencer o Liquid!
0x696f8	If you look like you're about to fall#Noff the back of Rex, press any button#Nrapidly. You'll be able to climb up#Nmore quickly.	134	latin-1	Se parecer que vai cair das costas#Ndo Rex, aperte qualquer botão#Nrapidamente. Conseguirá subir#Nmais rápido.
0x698b9	Did you find Meryl?	19	shift_jis	Encontrou a Meryl?
0x698d7	Sort of.#NI'm positive I saw her come into#Nthis bathroom, but...	69	latin-1	Mais ou menos.#NTenho certeza que a vi entrar#Nneste banheiro, mas...
0x69927	There's only one exit, right?	29	shift_jis	Só há uma saída, certo?
0x6995f	Well then she must still be in there.	37	shift_jis	Então ela ainda deve estar lá.
0x699ad	Is there any place she might be#Nhiding in there?	51	latin-1	Há algum lugar onde ela possa#Nestar se escondendo?
0x69cdc	Snake, don't kill the dogs...Please?	36	shift_jis	Snake, não mate os cães... Por favor?
0x69d04	O!ﾊ"r	5	shift_jis	O!ﾊ"r
0x69d0a	What are you talking about. #NIf I don't kill them, they'll kill me.	71	latin-1	Do que está falando?#NSe não os matar, eles me matam.
0x69d5c	But those dogs are just innocent#Nanimals.	44	latin-1	Mas esses cães são apenas#Nanimais inocentes.
0x69d8c	+!ﾊ"r	5	shift_jis	+!ﾊ"r
0x69d93	If they were guilty, it'd be okay?	34	shift_jis	Se fossem culpados, seria ok?
0x69db9	/=,徘	5	shift_jis	/=,徘
0x69dbf	...But you...you keep dogs, don't you?	39	shift_jis	...Mas você... você tem cães, não tem?
0x69dea	U!ﾊ"r	5	shift_jis	U!ﾊ"r
0x69df1	So what!? This is war. My private#Nhobbies have got nothing to do with it.	76	latin-1	E daí!? Isso é guerra. Meus hobbies#Nprivados não têm nada a ver com isso.
0x69e7f	Snake, those dogs...	20	shift_jis	Snake, esses cães...
0x69e9d	Gimme a break...	17	shift_jis	Me dá um tempo...
0x69f58	What are you using the Codec for?#NI'm right here.	52	latin-1	Por que está usando o Codec?#NEu estou aqui.
0x69fb5	Otacon, are you still okay?	27	shift_jis	Otacon, você ainda está bem?
0x69fdb	Yeah. Thanks to the stealth#Ncamouflage, that is.	51	latin-1	Sim. Graças à camuflagem#Nfurtiva, isso é.
0x6a012	1!ﾊ~	5	shift_jis	1!ﾊ~
0x6a019	I have a favor to ask. I need your help.	40	shift_jis	Tenho um favor a pedir. Preciso da sua ajuda.
0x6a04c	I was wondering when you'd ask.#NWhat should I do?	52	latin-1	Estava me perguntando quando#Npediria. O que devo fazer?
0x6a08b	I've been captured. #NI'm locked up here in this cell.	56	latin-1	Fui capturado.#NEstou preso aqui nesta cela.
0x6a0ce	What cell?	10	shift_jis	Que cela?
0x6a0e3	There's a big torture machine nearby.	37	shift_jis	Há uma grande máquina de tortura perto.
0x6a113	Okay. I know it. It's close.#NI'll be there right away.	57	latin-1	Ok. Sei onde é. É perto.#NEstarei lá imediatamente.
0x6a19e	Otacon.	7	shift_jis	Otacon.
0x6a1be	I'm headed your way now.#NCan't you just relax?	49	latin-1	Estou indo aí agora.#NNão pode apenas relaxar?
0x6a212	B!ﾊ6ｴ	5	shift_jis	B!ﾊ6ｴ
0x6a218	I am relaxed. I just don't know how#Nto kill time here.	58	latin-1	Estou relaxado. Só não sei como#Nmatar tempo aqui.
0x6a25d	Okay. I'll be there as soon as I can.	37	shift_jis	Ok. Estarei lá o mais rápido que puder.
0x6a2e8	Otacon, are you there?	22	shift_jis	Otacon, você está aí?
0x6a31f	Was that you who opened the door#Njust now?	45	latin-1	Foi você que abriu a porta#Nagora mesmo?
0x6a37d	So it wasn't you!...Which means that...	39	shift_jis	Então não foi você!... Isso significa que...
0x6a3bd	The door is open right? #NYou've got to get out of there now!	63	latin-1	A porta está aberta, certo?#NVocê tem que sair daí agora!
0x6a462	What are you doing? Now's your#Nchance to get outta there, Snake!	67	latin-1	O que está fazendo? É sua#Nchance de sair daí, Snake!
0x6a4bc	1 11	5	shift_jis	1 11
0x6a4d3	~=,ｭ]	5	shift_jis	~=,ｭ]
0x6a4da	Did you use the ketchup? It took me#Na long time to find that. It's exactly the#Nright color and consistency too.	117	latin-1	Usou o ketchup? Demorei muito para#Nachar isso. É exatamente a cor#Ne consistência certas também.
0x6a55a	Use it wisely, okay?	20	shift_jis	Use com sabedoria, ok?
0x6a584	,=,徘	5	shift_jis	,=,徘
0x6a58a	That's all I can do for you, Snake.	36	shift_jis	É tudo que posso fazer por você, Snake.
0x6b4d4	ｴ111	8	shift_jis	ｴ111
0x6b4f5	Great job. You made it down!	28	shift_jis	Bom trabalho. Conseguiu descer!
0x6b53b	It wasn't easy.	15	shift_jis	Não foi fácil.
0x6b567	No problem.	11	shift_jis	Sem problema.
0x6b5c3	Snake, the doorway that leads from#Nthe walkway to Tower A is frozen shut.#NIf you use some C4, you should be#Nable to get through.	137	latin-1	Snake, a porta que leva da passarela#Npara a Torre A está congelada.#NSe usar C4, deveria conseguir#Npassar.
0x6b679	Maybe now would be a good time to#Nblow that door open with some C4 so#Nyou can get through later.	102	latin-1	Talvez agora seja um bom momento#Npara explodir a porta com C4 para#Npassar depois.
0x6b6e4	è ã0³	14	latin-1	è ã0³
0x6c182	x=,ｭ]	5	shift_jis	x=,ｭ]
0x6c189	You're getting shot at? But to get#Nwhere the Stinger missiles are, you#Nhave to make it down that walkway.	111	latin-1	Está sendo atacado? Mas para chegar#Nonde estão os mísseis Stinger, tem#Nque passar por aquela passarela.
0x6c20b	¼ ·0	12	latin-1	¼ ·0
0x6d06b	Are you in the boiler room? Those#Npipes are really old. Once in a while#Nthey blow out steam, so be careful.	113	latin-1	Está na casa de caldeiras? Esses#Ncanos são muito velhos. De vez em#Nquando soltam vapor, então cuidado.
0x6d106	You call this once in a while?	30	shift_jis	Você chama isso de "de vez em quando"?
0x6dcf6	C11C1	16	latin-1	C11C1
0x6dd28	The wolf dogs aren't attacking? Are#Nyou carrying something that might be#Ncausing them to act like that?	109	latin-1	Os cães-lobo não estão atacando?#NVocê está carregando algo que pode#Nestar fazendo eles agirem assim?
0x6dd9a	0C11	12	shift_jis	0C11
0x6ddbb	｡l"愨	5	shift_jis	｡l"愨
0x6ddc2	Those are wolf dogs in there. Just like#Ntheir name, they're a cross between#Nhuskies and Alaskan wolves. They#Nwere bred to be used as sled dogs.	152	latin-1	Esses são cães-lobo lá dentro. Como#No nome sugere, são cruzamento entre#Nhuskies e lobos do Alasca. Foram#Ncriados para serem cães de trenó.
0x6de84	They were trying to create an animal#Nthat would combine the gentleness of#Na dog with the endurance and ferocity#Nof a wolf.	131	latin-1	Tentavam criar um animal que#Ncombinasse a gentileza de um cão#Ncom a resistência e ferocidade#Nde um lobo.
0x6df12	But they didn't get the stamina and#Npower they were hoping for.	66	latin-1	Mas não conseguiram a resistência#Ne força que esperavam.
0x6df5f	On top of that, their personalities#Nwound up closer to wolves. Most of#Nthem won't even let you get close.#NThat's why they never caught on.	147	latin-1	Além disso, suas personalidades#Nficaram mais próximas dos lobos.#NA maioria nem deixa você chegar perto.#NPor isso nunca pegaram.
0x6dffd	Oh that's right. You're a musher.	33	shift_jis	Ah é mesmo. Você é musheiro.
0x6e029	Yeah. And after they outlawed the use#Nof hybrids in dog sled races in 2002,#Nno one even wanted to breed them#Nanymore.	126	latin-1	Sim. E depois que proibiram o uso#Nde híbridos em corridas de trenó em#N2002, ninguém mais quis criá-los.
0x6e0b2	I heard that most of them were put to#Nsleep after that...	60	latin-1	Ouvi que a maioria foi sacrificada#Ndepois disso...
0x6e0f9	Yes, but some of the wolf dog pups#Nthat were thrown away went wild. #NI've heard that wild wolf dogs hunt in#Npacks just like wolves.	140	latin-1	Sim, mas alguns filhotes de cães-lobo#Nque foram abandonados se tornaram#Nselvagens. Ouvi que cães-lobo selvagens#Ncaçam em matilhas como lobos.
0x6e190	Better be careful.	18	shift_jis	Melhor ter cuidado.
0x6e712	I want to ask you about Naomi.	30	shift_jis	Quero te perguntar sobre a Naomi.
0x6e734	xl"愨	5	shift_jis	xl"愨
0x6e73b	I'm looking into the details now, but it#Ndoesn't look good. Weren't you ever#Nsuspicious about her, Snake?	111	latin-1	Estou investigando os detalhes agora,#Nmas não parece bom. Nunca suspeitou#Ndela, Snake?
0x6e7ca	...Snake, keep your guard up.	29	shift_jis	...Snake, mantenha a guarda.
0x6e820	There are a lot of crows around here...	39	shift_jis	Há muitos corvos por aqui...
0x6e85e	Those aren't crows, those are Northern#NRavens. The Inuit and other native#NAmericans worshipped Northern#NRavens as creator deities.	139	latin-1	Esses não são corvos, são Corvos#NSetentrionais. Os Inuit e outros#Nnativos americanos veneravam os#NCorvos Setentrionais como deidades criadoras.
0x6e8ee	511	12	shift_jis	511
0x6e910	Some say that ravens have the power#Nto predict death. The great poet#NMarlowe wrote about them in the 16th#Ncentury.	123	latin-1	Dizem que corvos têm o poder de#Nprever a morte. O grande poeta#NMarlowe escreveu sobre eles no#Nséculo XVI.
0x6e98f	il"愨	5	shift_jis	il"愨
0x6e996	"Thus like the sad presaging raven#Nthat tolls the sick man's passport in#Nher hollow beak,	96	latin-1	"Assim como o corvo triste que#Npresagia e toca o passaporte do#Ndoente em seu bico oco,
0x6ea01	And in the shadow of the silent night#Ndoth shake contagion from her sable#Nwings."	88	latin-1	E na sombra da noite silenciosa#Nsacude contágio de suas asas#Nnegras."
0x6ea70	That's pretty gloomy, Master.	29	shift_jis	Isso é bem sombrio, Mestre.
0x6eab7	By the way...	13	shift_jis	A propósito...
0x6f1b6	Ml"愨	5	shift_jis	Ml"愨
0x6f1bd	Ravens will eat vegetables, meat,#Ngarbage...pretty much anything.	68	latin-1	Corvos comem vegetais, carne,#Nlixo... praticamente qualquer coisa.
0x6f205	el"愨	5	shift_jis	el"愨
0x6f20c	It seems dirty to us, but that's what#Nallows them to live even in a climate#Nlike this.	92	latin-1	Parece sujo para nós, mas é isso#Nque permite viverem mesmo num#Nclima como este.
0x6f291	Legends say that crows have three#Ntimes the life span of a man, and that#Nravens have three times the life span#Nof a crow.	130	latin-1	Lendas dizem que corvos vivem três#Nvezes mais que um homem, e que#Ncorvos grandes vivem três vezes#Nmais que um corvo comum.
0x6f317	｣l"愨	5	shift_jis	｣l"愨
0x6f31e	That's just an old wives' tale, but it's#Ntrue that crows live longer than many#Ntypes of birds. Northern Ravens can#Nlive pretty close to 70 years.	154	latin-1	É só um conto da carochinha, mas é#Nverdade que corvos vivem mais que#Nmuitos tipos de pássaros. Corvos#NSetentrionais podem viver perto de 70 anos.
0x6fd96	That place is right in the middle of #Nthe permafrost. Just like the name says, #Nit never melts. I've heard over 85% of#NAlaska is permafrost.	149	latin-1	Esse lugar fica bem no meio do#Npermafrost. Como o nome diz,#Nnunca derrete. Ouvi que mais de 85%#Ndo Alasca é permafrost.
0x6fe42	It's extremely cold there, Snake. If you#Ndon't hurry, your C-rations will freeze.	84	latin-1	É extremamente frio lá, Snake. Se#Nnão se apressar, suas rações C vão congelar.
0x6fea6	tl"愨	5	shift_jis	tl"愨
0x6fead	One way to prevent your C-rations#Nfrom freezing is to hold them close to#Nyour body by equipping them.	107	latin-1	Uma forma de impedir que suas#Nrações C congelem é mantê-las#Nperto do corpo equipando-as.
0x70131	Snake, did you find the key?	28	shift_jis	Snake, encontrou a chave?
0x70158	No, it's not here.	18	shift_jis	Não, não está aqui.
0x7016e	Ul"愨	5	shift_jis	Ul"愨
0x70175	Don't be ridiculous. You saw it fall into#Nthe drainage ditch, didn't you?	76	latin-1	Não seja ridículo. Você viu cair#Nna vala de drenagem, não viu?
0x701cc	The drainage ditch...Isn't there#Nsomething odd about it?	59	latin-1	A vala de drenagem... Não há#Nalgo estranho nela?
0x70212	No. There are a lot of big rats though...	41	shift_jis	Não. Mas há muitos ratos grandes...
0x7023f	7l"愨	5	shift_jis	7l"愨
0x70246	That's it, Snake! A rat must have#Neaten it!	46	latin-1	É isso, Snake! Um rato deve#Nter comido!
0x7027e	Now, who's being ridiculous!	29	shift_jis	Agora, quem está sendo ridículo!
0x7029f	}l"愨	5	shift_jis	}l"愨
0x702a6	No, I'm right. There's no other#Npossibility. Rats eat all sorts of things.#NThere's nothing unusual about that.	116	latin-1	Não, estou certo. Não há outra#Npossibilidade. Ratos comem todo#Ntipo de coisa. Não há nada incomum nisso.
0x7031f	0ﾜ11	12	shift_jis	0ﾜ11
0x70340	Zl"愨	5	shift_jis	Zl"愨
0x70347	Snake, a rat ate that key. You'll have#Nto get it back. Follow the rat's route!	81	latin-1	Snake, um rato comeu a chave. Terá#Nque recuperá-la. Siga a rota do rato!
0x708d9	dl"愨	5	shift_jis	dl"愨
0x708e0	Snake, that's probably some type of#Nnerve gas. It's extremely lethal. Use a#Ngas mask.	91	latin-1	Snake, provavelmente é algum tipo#Nde gás nervoso. É extremamente letal.#NUse uma máscara de gás.
0x7098b	5l"ｭ	5	shift_jis	5l"ｭ
0x70991	A cardboard box, huh. Just like#NZanzibar.	45	latin-1	Uma caixa de papelão, né. Igual#Nem Zanzibar.
0x709c9	It saved my skin more than a few#Ntimes in Outer Heaven too.	62	latin-1	Salvou minha pele várias vezes#Nem Outer Heaven também.
0x70a11	Getting the maximum use out of#Nordinary on hand objects is the first#Nprinciple of survival. It's especially#Nimportant for covert operations.	150	latin-1	Obter o uso máximo de objetos#Nordinários à mão é o primeiro#Nprincípio de sobrevivência. É especialmente#Nimportante para operações secretas.
0x70ab2	I haven't forgotten what you taught me.	39	shift_jis	Não esqueci o que me ensinou.
0x70b25	~l"愨	5	shift_jis	~l"愨
0x70b2c	You caught a cold, Snake? In battle#Nyou need to be in top physical#Ncondition. Do you have any cold#Nmedicine?	117	latin-1	Pegou um resfriado, Snake? Em batalha#Nvocê precisa estar em perfeita#Ncondição física. Tem algum remédio#Npara gripe?
0x70bf4	Your C-rations are frozen? Never eat#Nfrozen C-rats. It'll cause a temperature#Nimbalance that'll drain your strength.	122	latin-1	Suas rações C estão congeladas?#NNunca coma rações C congeladas.#NCausará desequilíbrio de temperatura que drenar sua força.
0x70c72	;l"愨	5	shift_jis	;l"愨
0x70c79	Make sure you warm those C's before#Nyou eat em.	50	latin-1	Certifique-se de esquentar essas#Nrações C antes de comê-las.
0x70d29	You say the DARPA Chief is dead!?	33	shift_jis	Você diz que o Chefe da DARPA morreu!?
0x70d55	Yeah...According to Naomi,#Nit was a heart attack.	52	latin-1	Sim... Segundo a Naomi,#Nfoi um ataque cardíaco.
0x70da9	hl"愨	5	shift_jis	hl"愨
0x70db0	Well...it looks like all you can do now#Nis find Kenneth Baker, the president#Nof ArmsTech.	95	latin-1	Bem... parece que tudo que pode#Nfazer agora é encontrar Kenneth#NBaker, o presidente da ArmsTech.
0x70e1a	He's in the 2nd floor basement,#Nisn't he?	44	latin-1	Ele está no 2º subsolo,#Nnão está?
0x70e51	Yeah, on the other side of the wall#Nthat was cemented over.	62	latin-1	Sim, do outro lado da parede#Nque foi cimentada.
0x70e9a	Okay. Good luck, Snake. #NYou can do it...	44	latin-1	Ok. Boa sorte, Snake.#NVocê consegue...
0x70f06	Snake, you've got to think. Your mind#Nis your most dangerous weapon. #NIf things are getting too complicated, #Ntry to simplify your thoughts.	149	latin-1	Snake, você tem que pensar. Sua mente#Né sua arma mais perigosa.#NSe as coisas estão ficando complicadas,#Ntente simplificar seus pensamentos.
0x70fa6	You can also try calling Campbell for#Nadvice.	48	latin-1	Também pode tentar ligar para#NCampbell por conselho.
0x70fff	Soldiers that have been forged in the#Nfires of battle are used to catching#Nnaps whenever and wherever they#Ncan.	120	latin-1	Soldados forjados no fogo da batalha#Nestão acostumados a cochilar quando#Ne onde podem.
0x7107b	yl"愨	5	shift_jis	yl"愨
0x71082	There's a big difference between real#Nsoldiers and those kids who have only#Nbeen trained in VR simulators.	112	latin-1	Há uma grande diferença entre#Nsoldados reais e garotos que só#Nforam treinados em simuladores VR.
0x710fd	After playing for a long time, #Nyou should get some rest too.	64	latin-1	Depois de jogar por muito tempo,#Nvocê também deveria descansar.
0x7115f	pl"愨	5	shift_jis	pl"愨
0x71166	People's reaction speed is slowest#Naround three o'clock in the morning,#Nand so is their judgment.	103	latin-1	A velocidade de reação das pessoas#Né mais lenta por volta das três da#Nmanhã, assim como seu julgamento.
0x711d8	If you're feeling drowsy, you should#Nget some sleep.	55	latin-1	Se está se sentindo sonolento,#Ndeveria dormir um pouco.
0x71238	It's also important to be able to control#Nyour bodily functions.	67	latin-1	Também é importante conseguir#Ncontrolar suas funções corporais.
0x71286	You never know when a long demo is#Nabout to begin, so make sure you're#Nprepared to sit in front of the monitor#Nfor a long time if necessary.	149	latin-1	Você nunca sabe quando uma demo#Nlonga vai começar, então certifique-se#Nde estar preparado para ficar na#Nfrente do monitor por muito tempo se necessário.
0x71344	It's never a good idea to fight on too#Nfull a stomach. It'll make you logy...#Nmaybe even sleepy.	102	latin-1	Nunca é boa ideia lutar de estômago#Nmuito cheio. Vai te deixar lerdo...#Ntalvez até sonolento.
0x713b5	You should wait 30 minutes after#Neating before you play.	59	latin-1	Deveria esperar 30 minutos após#Ncomer antes de jogar.
0x71419	Where I come from, a soldier who#Nloses his head in combat is called a#N"target."	87	latin-1	De onde venho, um soldado que#Nperde a cabeça em combate é#Nchamado de "alvo".
0x71499	Military C-rations place an emphasis#Non calories.	52	latin-1	Rações C militares enfatizam#Ncalorias.
0x714d8	That's why it's best to use them along#Nwith some other type of nutritional#Nsupplement such as vitamins or#Nminerals.	124	latin-1	Por isso é melhor usá-las junto#Ncom algum outro tipo de suplemento#Nnutricional como vitaminas ou#Nminerais.
0x7157d	The weather in Alaska is very hard to#Npredict. It can change on a dime. A lot#Nof people say it's the worst weather in#Nthe world.	137	latin-1	O clima no Alasca é muito difícil#Nde prever. Pode mudar rapidamente.#NMuitas pessoas dizem que é o pior#Nclima do mundo.
0x72648	Nç01	11	latin-1	Nç01
0x726a2	First the DARPA Chief and then#NPresident Baker die of a heart attack?	72	latin-1	Primeiro o Chefe da DARPA e depois#No Presidente Baker morrem de ataque cardíaco?
0x726f5	Yeah. Smells pretty rotten to me.#NMaster, do you know anything?	66	latin-1	Sim. Cheira muito mal para mim.#NMestre, você sabe alguma coisa?
0x7273b	_l"愨	5	shift_jis	_l"愨
0x72742	No..., but there's definitely something#Ngoing on. Keep your eyes open out#Nthere.	86	latin-1	Não..., mas definitivamente há algo#Nrrolando. Mantenha os olhos abertos#Npor aí.
0x727eb	Master, does the name Deepthroat#Nmean anything to you?	57	latin-1	Mestre, o nome Deepthroat#Nsignifica algo para você?
0x7282f	Deepthroat? What? You mean the#Nguy from Watergate?	53	latin-1	Deepthroat? O quê? Você quer dizer#No cara do Watergate?
0x7825e	^M^H0	12	latin-1	^M^H0
0x7827e	d  e0	11	latin-1	d  e0
0x782aa	You need to make snap decisions. #NIn war, the difference between living#Nand dying is counted in milliseconds.	115	latin-1	Você precisa tomar decisões rápidas.#NNa guerra, a diferença entre viver#Ne morrer é contada em milissegundos.
0x78346	The basic law of CQB (Close Quarters#NBattle) is to take your enemy out as#Nquickly and efficiently as possible	115	latin-1	A lei básica do CQB (Combate Corpo#Na Corpo) é derrubar seu inimigo o#Nmais rápida e eficientemente possível
0x783c4	while maintaining your own escape#Nroute.	43	latin-1	mantendo sua própria rota#Nde fuga.
0x78418	Don't use your gun unless you need#Nto. If you can get out of a jam using#Njust your hands and feet, then do it.#NIf you can't, then go for the gun.	154	latin-1	Não use sua arma a menos que precise.#NSe puder sair de uma enrascada usando#Napenas mãos e pés, faça isso.#NSe não puder, então pegue a arma.
0x784d4	･l"愨	5	shift_jis	･l"愨
0x784db	Soldiers who lose their heads on the#Nbattlefield usually lose their heads on#Nthe battlefield. Get my meaning?#NAlways have your next action planned.	156	latin-1	Soldados que perdem a cabeça no#Ncampo de batalha geralmente perdem#Na cabeça no campo de batalha. Entende?#NSempre tenha sua próxima ação planejada.
0x78599	ｧl"愨	5	shift_jis	ｧl"愨
0x785a0	Think carefully about your hiding#Nspots. You may find a place where you#Ncan hide perfectly, but if you can't get#Nyour mission done, it's meaningless.	158	latin-1	Pense cuidadosamente sobre seus#Nesconderijos. Pode encontrar um lugar#Nonde se esconder perfeitamente, mas#Nse não conseguir cumprir a missão, é inútil.
0x78667	Always use the most appropriate#Nweapon for the situation.	60	latin-1	Sempre use a arma mais apropriada#Npara a situação.
0x786ae	If you use a weapon that's not really#Ndoing the job, not only are you wasting#Nammo, but you're also putting your life#Nin danger.	137	latin-1	Se usar uma arma que não está#Nrealmente fazendo o trabalho, não só#Nestá desperdiçando munição, mas#Ntambém colocando sua vida em perigo.
0x78760	One way of letting yourself know when#Nto change a magazine is to make the#Nlast few rounds of the mag tracers.	115	latin-1	Uma forma de saber quando trocar#No pente é fazer as últimas balas#Ndo pente serem traçantes.
0x7bf5f	!J0!E	9	latin-1	!J0!E
0x7bf6c	2  e0	11	latin-1	2  e0
0x7e9e2	v»01	11	latin-1	v»01
0x7ea3b	#l"愨	5	shift_jis	#l"愨
0x7ea42	That was too close, Snake.	26	shift_jis	Isso foi muito por pouco, Snake.
0x7ea67	Yeah. That was quite a surprise all#Nright.	45	latin-1	Sim. Foi uma grande surpresa#Nmesmo.
0x7ea9f	Hiding a bomb in your items...that's a#Ndespicable act. He should never...#NWell, forget it. You'd better hurry to#Nthe underground base.	143	latin-1	Esconder uma bomba nos seus itens...#Né um ato desprezível. Ele nunca#Ndeveria... Bem, esqueça. É melhor#Nse apressar para a base subterrânea.
0x7eb39	You're almost out of time.	26	shift_jis	Você está quase sem tempo.
0x7ec51	sl"愨	5	shift_jis	sl"愨
0x7ec58	So you beat Wolf, huh. She was a fool#Nto use the same tactics that failed her#Nin your first meeting.	106	latin-1	Então você venceu a Wolf, né. Foi uma#Ntola por usar as mesmas táticas que#Nfalharam no primeiro encontro.
0x7ecc6	Vl"愨	5	shift_jis	Vl"愨
0x7eccd	But remember. Don't let down your#Nguard until you've got a confirmed kill.	77	latin-1	Mas lembre-se. Não baixe a guarda#Naté ter uma morte confirmada.
0x7ed2d	snsi0	12	latin-1	snsi0
0x7ed4d	F ¼ 0	11	latin-1	F ¼ 0
0x7ed72	ul"愨	5	shift_jis	ul"愨
0x7ed79	Plan your strategy based on the#Nenemies' positions. Try to think like#Nthe enemy commander would think.	108	latin-1	Planeje sua estratégia baseado nas#Nposições dos inimigos. Tente pensar#Ncomo o comandante inimigo pensaria.
0x7edf0	If you can put yourself in the map#Ndesigner's mind, a lot of doors will#Nopen for you.	91	latin-1	Se conseguir se colocar na mente#Ndo designer do mapa, muitas portas#Nse abrirão para você.
0x7ee74	Once you give up hope, it's all over.#NThat's when you can't do anything#Nright.#NDespair leads to death, you know.	121	latin-1	Uma vez que desiste da esperança,#Nacabou tudo. É quando não consegue#Nfazer nada certo.#NDesespero leva à morte, sabia.
0x7ef16	You've got to believe. If you believe#Nwith your whole heart, you will#Nsucceed.	84	latin-1	Você tem que acreditar. Se acreditar#Ncom todo seu coração, vai#Nconseguir.
0x7ef93	Sometimes in combat or when you're#Nnear the end of your rope, you can#Nsee things that normally aren't there or#Nshouldn't be there.	139	latin-1	Às vezes em combate ou quando está#Nno limite, pode ver coisas que#Nnormalmente não estão lá ou não#Ndeveriam estar lá.
